sampleID;clay;silt;sand;BD_m_soil;WHC;pH_KCl;P_bray ;exch_acidity_Al;exch_acidity_H;exch_bases_Na;exch_bases_K;exch_bases_Ca;exch_bases_Mg;ECEC;bases_in_ECEC;CEC;bases_in_CEC;mean_Ca_bulk_OES;sd_Ca_bulk_ICPOES;no_Ca_bulk_ICPOES;mean_Ca_agg_ICPOES;sd_Ca_agg_ICPOES;no_Ca_agg_ICPOES;mean_Ca_s+c_ICPOES;sd_Ca_s+c_ICPOES;no_Ca_s+c_ICPOES;mean_Cu_bulk_ICPOES;sd_Cu_bulk_ICPOES;no_Cu_bulk_ICPOES;mean_Cu_agg_ICPOES;sd_Cu_agg_ICPOES;no_Cu_agg_ICPOES;mean_Cu_s+c_ICPOES;sd_Cu_s+c_ICPOES;no_Cu_s+c_ICPOES;mean_K_bulk_ICPOES;sd_K_bulk_ICPOES;no_K_bulk_ICPOES;mean_K_agg_ICPOES;sd_K_agg_ICPOES;no_K_agg_ICPOES;mean_K_s+c_ICPOES;sd_K_s+c_ICPOES;no_K_s+c_ICPOES;mean_Mg_bulk_ICPOES;sd_Mg_bulk_ICPOES;no_Mg_bulk_ICPOES;mean_Mg_agg_ICPOES;sd_Mg_agg_ICPOES;no_Mg_agg_ICPOES;mean_Mg_s+c_ICPOES;sd_Mg_s+c_ICPOES;no_Mg_s+c_ICPOES;mean_Na_bulk_ICPOES;sd_Na_bulk_ICPOES;no_Na_bulk_ICPOES;mean_Na_agg_ICPOES;sd_Na_agg_ICPOES;no_Na_agg_ICPOES;mean_Na_s+c_ICPOES;sd_Na_s+c_ICPOES;no_Na_s+_ICPOES;mean_P_bulk_ICPOES;sd_P_bulk_ICPOES;no_P_bulk_ICPOES;mean_P_agg_ICPOES;sd_P_agg_ICPOES;no_P_agg_ICPOES;mean_P_s+c_ICPOES;sd_P_s+_ICPOES;no_P_s+_ICPOES;mean_Ti_bulk_ICPOES;sd_Ti_bulk_ICPOES;no_Ti_bulk_ICPOES;mean_Ti_agg_ICPOES;sd_Ti_agg_ICPOES;no_Ti_agg_ICPOES;mean_Ti_s+c_ICPOES;sd_Ti_s+c_bulk_ICPOES;no_Ti_s+c_bulk_ICPOES;mean_Zn_bulk_ICPOES;sd_n_bulk_ICPOES;no_Zn_bulk_ICPOES;mean_Zn_agg_ICPOES;sd_Zn_agg_ICPOES;no_Zn_agg_ICPOES;mean_Zn_s+c_ICPOES;sd_Zn_s+c_ICPOES;no_Zn_s+c_ICPOES;mean_Al_bulk_ICPOES;sd_Al_bulk_ICPOES;no_Al_bulk_ICPOES;mean_Al_agg_ICPOES;sd_Al_agg_ICPOES;no_Al_agg_ICPOES;mean_Al_s+c_ICPOES;sd_Al_s+c_ICPOES;no_Al_s+c_ICPOES;mean_Fe_bulk_ICPOES;sd_Fe_bulk_ICPOES;no_Fe_bulk_ICPOES;mean_Fe_agg_ICPOES;sd_Fe_agg_ICPOES;no_Fe_agg_ICPOES;mean_Fe_s+c_ICPOES;sd_Fe_s+c_ICPOES;no_Fe_s+c_ICPOES;mean_Mn_bulk_ICPOES;sd_Mn_bulk_ICPOES;no_Mn_bulk_ICPOES;mean_Mn_agg_ICPOES;sd_Mn_agg_ICPOES;no_Mn_agg_ICPOES;mean_Mn_s+c_ICPOES;sd_Mn_s+c_ICPOES;no_Mn_s+c_ICPOES;Na_XRF;Mg_XRF;Al_XRF;Si_XRF;P_XRF;S_XRF;Cl_XRF;K_XRF;Ca_XRF;Sc_XRF;Ti_XRF;Cr_XRF;Mn_XRF;Fe_XRF;Co_XRF;Ni_XRF;Cu_XRF;Zn_XRF;As_XRF;Se_XRF;Br_XRF;Rb_XRF;Sr_XRF;Y_XRF;Zr_XRF;Mo_XRF;Ag_XRF;Cd_XRF;In_XRF;Sn_XRF;Sb_XRF;Te_XRF;I_XRF;Cs_XRF;Ba_XRF;La_XRF;Ce_XRF;Pr_XRF;Nd_XRF;Hf_XRF;Ta_XRF;W_XRF;Au_XRF;Hg_XRF;Tl_XRF;Pb_XRF;Bi_XRF;Th_XRF;U_XRF;mean_Al_py_extract;sd_Al_py_extract;no_Al_py_extract;mean_Al_ox_extract;sd_Al_ox_extract;no_Al_ox_extract;mean_Al_dcb_extract;sd_Al_dcb_extrac;no_Al_dcb_extract;mean_Fe_py_extract;sd_Fe_py_extract;no_Fe_py_extract;mean_Fe_ox_extract;sd_Fe_ox_extract;no_Fe_ox_extract;mean_Fe_dcb_extract;sd_Fe_dcb_extract;no_Fe_dcb_extract;mean_Mn_py_extract;sd_Mn_py_extract;no_Mn_py_extract;mean_Mn_ox_extract;sd_Mn_ox_extract;no_Mn_ox_extract;mean_Mn_dcb_extract;sd_Mn_dcb_extract;no_Mn_dcb_extract
DRCPL11C1;46.88;16;37.12;1.695;-9999;4.06;12.39;3.2;0.213;0;0.256;2.305;0.68;6.654;48.708;22.995;14.094;0.05887255;-9999;1;0.06824061;0.01772584;3;0.0703632;0.00162281;3;0.00960784;-9999;1;0.00894162;0.00009251;3;0.00910683;0.00019768;3;0.06808824;-9999;1;0.06486277;0.00233159;3;0.0693811;0.00123756;3;0.14117647;-9999;1;0.15163544;0.01090098;3;0.14994666;0.0018257;3;0.00977941;-9999;1;0.01105059;0.00088807;3;0.01104835;0.0008198;3;0.16237745;-9999;1;0.16907633;0.00666659;3;0.15359453;0.00368829;3;0.41495098;-9999;1;0.39743034;0.01251507;3;0.37301739;0.01550762;3;0.01181373;-9999;1;0.01299094;0.00018502;3;0.01340342;0.00009278;3;6.12629902;-9999;1;8.19483824;0.20514095;3;8.70446928;0.0987414;3;11.59176471;-9999;1;10.73406039;0.21862066;3;12.14053889;0.05822728;3;0.52801471;-9999;1;0.42991153;0.01792463;3;0.30529678;0.00231043;3;0.01;0.002;11.58;11.28;0.211;622.9;45.4;0.147;0.066;0.004;1.329;239.6;0.355;12.68;66.8;191.1;94.4;154.9;0.5;0.4;14.3;26;56.6;27.1;327.8;3.7;0.5;0.3;0.5;2.3;0.5;0.5;25.7;1;252.1;97;181.5;4.3;5.1;10.5;1.6;1.2;0.6;0.7;0.7;32.1;0.5;7.8;0.4;0.2607;0.01219;3;0.61131;0.01838;3;5.1471;0.76591;3;0.05481;0.0187;3;0.90032;0.03928;3;8.5373;0.49229;3;0.0351;0.00405;3;0.30135;0.01024;3;0.1497;0.01005;3
DRCPL11C10;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C2;-9999;-9999;-9999;1.717;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C3;-9999;-9999;-9999;1.81;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C4;66.88;8;25.12;1.792;-9999;4.41;4.15;0;1.138;0;0.051;2.246;0.387;3.821;70.228;19.504;13.758;0.05674757;-9999;1;0.05387255;-9999;1;0.06014563;-9999;1;0.00927184;-9999;1;0.0077451;-9999;1;0.00754854;-9999;1;0.08126214;-9999;1;0.06411765;-9999;1;0.05674757;-9999;1;0.1568932;-9999;1;0.14083333;-9999;1;0.13679612;-9999;1;0.01415049;-9999;1;0.01318627;-9999;1;0.01434466;-9999;1;0.2213835;-9999;1;0.18816176;-9999;1;0.15665049;-9999;1;0.62223301;-9999;1;0.48161765;-9999;1;0.41036408;-9999;1;0.01286408;-9999;1;0.01276961;-9999;1;0.01225728;-9999;1;9.02682039;-9999;1;8.78781863;-9999;1;8.2484466;-9999;1;12.26140777;-9999;1;11.67151961;-9999;1;12.46587379;-9999;1;0.33633495;-9999;1;0.3385049;-9999;1;0.24696602;-9999;1;0.01;0.002;12.45;11.73;0.202;633.3;34.5;0.154;0.053;0.004;1.414;237.2;0.288;13.33;63.1;199.1;80.9;151.9;0.5;0.2;5.1;27.9;64.4;23.4;352.7;4.6;0.5;0.3;0.5;1.9;0.5;0.5;26.9;1;307.4;106.1;187;4;5.1;14.5;1.6;1.2;0.6;0.7;0.7;32.5;0.5;9.4;0.4;0.0996;-9999;1;0.47405;-9999;1;6.98393;-9999;1;0.00339;-9999;1;0.84711;-9999;1;9.99518;-9999;1;0.00259;-9999;1;0.21174;-9999;1;0.18387;-9999;1
DRCPL11C5;-9999;-9999;-9999;1.864;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C6;-9999;-9999;-9999;1.865;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C7;72.88;8;19.12;1.88;-9999;4.43;4.15;1.2;0.696;0;0.051;1.058;0.309;3.314;42.795;19.606;7.235;0.03455446;-9999;1;0.03589109;-9999;1;0.05740196;-9999;1;0.00816832;-9999;1;0.00737624;-9999;1;0.00772059;-9999;1;0.07945545;-9999;1;0.06762376;-9999;1;0.06759804;-9999;1;0.14638614;-9999;1;0.14851485;-9999;1;0.15480392;-9999;1;0.00908416;-9999;1;0.00891089;-9999;1;0.01046569;-9999;1;0.23868812;-9999;1;0.22873762;-9999;1;0.2125;-9999;1;0.59311881;-9999;1;0.56435644;-9999;1;0.54928922;-9999;1;0.01237624;-9999;1;0.01284653;-9999;1;0.01345588;-9999;1;7.81883663;-9999;1;9.04834158;-9999;1;9.23696078;-9999;1;12.73539604;-9999;1;12.24722772;-9999;1;13.23808824;-9999;1;0.24175743;-9999;1;0.22928218;-9999;1;0.18051471;-9999;1;0.01;0.002;12.88;12.02;0.217;690.5;15.4;0.158;0.037;0.004;1.45;253;0.202;13.65;59.8;199.1;75.7;151.1;0.5;0.7;3.4;28.1;60.6;18.8;359.7;4.5;0.5;0.3;0.5;1.8;0.5;0.5;38;1;213.4;103.7;185.6;4;5.1;11.5;1.6;1.2;0.6;0.7;0.7;30.6;0.5;9.4;0.4;0.08487;-9999;1;0.41723;-9999;1;6.28236;-9999;1;0;-9999;1;0.75601;-9999;1;9.60518;-9999;1;0.0002;-9999;1;0.12532;-9999;1;0.09412;-9999;1
DRCPL11C8;-9999;-9999;-9999;2.33;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL11C9;-9999;-9999;-9999;2.33;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL12C1;57.6;16;26.4;0.883;-9999;4.39;13.74;0.8;1.096;0.087;0.332;3.673;1.438;7.426;74.47;28.492;19.411;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL12C10;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL12C2;-9999;-9999;-9999;0.734;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
DRCPL12C3;-9999;-9999;-9999;0.985;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
