plotID;subplotID;sample_date;no_cores;layer;o_hor;fr_liv;fr_dead;cr_liv;cr_dead;dens_fr_liv;dens_fr_dead;dens_cr_liv;dens_cr_dead;;interval
KBPL10;C;07.09.2018;1;1;0;0.157;0.022;1.25;0;0.433;0.061;3.444;0;;0
KBPL4;B;07.09.2018;1;3;0;0.157;0.219;0.34;0;0.433;0.603;0.937;0;;0
NPL3;D;24.06.2019;1;4;0;0.157;0;0;0;0.216;0;0;0;;98
NPL1;A;16.03.2019;1;3;0;0.157;0;0.066;0;0.433;0;0.182;0;;95
UPL7;B;22.03.2019;1;3;0;0.157;0;1.016;0;0.433;0;2.799;0;;107
KBPL13;D;18.09.2019;1;2;0;0.158;0.016;1.733;0;0.435;0.044;4.774;0;;94
KBPL10;B;14.06.2019;1;1;0;0.158;0.084;0.08;0;0.435;0.231;0.22;0;;90
KBPL15;B;14.06.2019;1;2;0;0.158;0;0.075;0;0.435;0;0.207;0;;90
NPL5;B;24.06.2019;1;4;0;0.158;0;0.183;0;0.218;0;0.252;0;;98
NPL3;D;20.12.2019;1;1;0;0.158;0;0.157;0;0.435;0;0.433;0;;85
NPL6;C;16.03.2019;1;1;0;0.158;0;3.161;0;0.435;0;8.708;0;;95
UPL5;A;10.07.2019;1;3;0;0.158;0;0.181;0;0.435;0;0.499;0;;108
UPL10;C;22.03.2019;1;4;0;0.158;0.015;0;0;0.218;0.021;0;0;;107
NPL2;A;16.03.2019;1;3;0;0.159;0;0.211;0;0.438;0;0.581;0;;95
UPL4;D;22.03.2019;1;2;0;0.159;0;0;0;0.438;0;0;0;;107
UPL10;D;10.07.2019;1;2;0;0.159;0;0;0;0.438;0;0;0;;108
UPL11;C;05.12.2018;1;1;0;0.159;0.346;0.319;0;0.438;0.953;0.879;0;;60
KBPL12;D;07.09.2018;1;1;0;0.16;0.034;0;0;0.441;0.094;0;0;;0
UPL1;B;29.09.2019;1;4;0;0.16;0;0.15;0;0.22;0;0.207;0;;80
KBPL8;B;07.09.2018;1;3;0;0.16;0.032;0;0;0.441;0.088;0;0;;0
NPL8;C;16.03.2019;1;4;0;0.16;0;0.233;0;0.22;0;0.321;0;;95
NPL11;D;10.09.2018;1;1;0;0.16;0.1;0;0;0.441;0.275;0;0;;0
KBPL13;A;19.12.2019;1;2;0;0.16;0;0.106;0;0.441;0;0.292;0;;90
UPL3;A;17.12.2019;1;3;0;0.16;0;0;0;0.441;0;0;0;;77
KBPL7;A;07.09.2018;1;2;0;0.16;0;0;0.103;0.441;0;0;0.284;;0
KBPL10;B;13.03.2019;1;1;0;0.16;0.058;0;0;0.441;0.16;0;0;;100
UPL1;C;29.09.2019;1;4;0;0.16;0;0.65;0;0.22;0;0.895;0;;80
UPL5;A;17.12.2019;1;2;0;0.16;0;0.04;0;0.441;0;0.11;0;;77
UPL5;A;29.09.2019;1;4;0;0.16;0;0.85;0;0.22;0;1.171;0;;80
KBPL6;D;14.06.2019;1;O;0.5;0.161;0;0;0;8.871;0;0;0;;90
KBPL13;C;18.09.2019;1;O;3;0.161;0.029;0;0;1.478;0.266;0;0;;94
NPL8;B;20.12.2019;1;4;0;0.161;0;0;0;0.222;0;0;0;;85
NPL2;D;25.09.2019;1;4;0;0.161;0;0.18;0;0.222;0;0.248;0;;90
UPL7;C;05.12.2018;1;3;0;0.161;0.023;0.063;0;0.444;0.063;0.174;0;;60
NPL6;B;11.12.2018;1;1;0;0.162;0.101;0;0;0.446;0.278;0;0;;90
NPL11;B;24.06.2019;1;4;0;0.162;0;1.865;0.063;0.223;0;2.569;0.087;;98
NPL12;B;20.12.2019;1;1;0;0.162;0;0.017;0;0.446;0;0.047;0;;85
NPL6;D;24.06.2019;1;2;0;0.162;0;0.066;0;0.446;0;0.182;0;;98
KBPL12;C;13.03.2019;1;2;0;0.163;0.023;0.439;0.071;0.449;0.063;1.209;0.196;;100
KBPL16;C;13.03.2019;1;1;0;0.163;0.066;0.13;0;0.449;0.182;0.358;0;;100
NPL5;D;11.12.2018;1;2;0;0.163;0;8.998;0;0.449;0;24.789;0;;90
NPL7;B;20.12.2019;1;1;0;0.163;0;0.05;0;0.449;0;0.138;0;;85
UPL4;A;22.03.2019;1;3;0;0.163;0;0;0;0.449;0;0;0;;107
UPL7;D;07.10.2018;1;2;0;0.163;0.09;3.283;0;0.449;0.248;9.044;0;;0
KBPL12;D;03.12.2018;1;3;0;0.163;0;0;0;0.449;0;0;0;;86
KBPL14;D;19.12.2019;1;2;0;0.163;0;0.549;0;0.449;0;1.512;0;;90
UPL1;D;07.10.2018;1;2;0;0.163;0.039;0.542;0;0.449;0.107;1.493;0;;0
KBPL11;A;19.12.2019;1;1;0;0.164;0;0.256;0;0.452;0;0.705;0;;90
UPL12;C;05.12.2018;1;3;0;0.164;0;0.258;0;0.452;0;0.711;0;;60
UPL1;A;10.07.2019;1;4;0;0.164;0;0.56;0;0.226;0;0.771;0;;108
UPL2;A;10.07.2019;1;2;0;0.164;0.48;7.241;0;0.452;1.322;19.949;0;;108
KBPL10;B;18.09.2019;1;1;0;0.165;0;0;0;0.455;0;0;0;;94
NPL10;A;25.09.2019;1;2;0;0.165;0;0.66;0.138;0.455;0;1.818;0.38;;90
KBPL12;C;18.09.2019;1;1;0;0.166;0.03;0.48;0;0.457;0.083;1.322;0;;94
KBPL15;B;13.03.2019;1;1;0;0.166;0;0.145;0.032;0.457;0;0.399;0.088;;100
KBPL14;A;14.06.2019;1;1;0;0.166;0.006;0.09;0;0.457;0.017;0.248;0;;90
NPL4;B;11.12.2018;1;2;0;0.166;0;1.825;0;0.457;0;5.028;0;;90
NPL2;D;16.03.2019;1;1;0;0.166;0;0.836;0;0.457;0;2.303;0;;95
KBPL8;C;03.12.2018;1;1;0;0.167;0.072;0;0;0.46;0.198;0;0;;86
NPL8;B;16.03.2019;1;4;0;0.167;0;0.957;0;0.23;0;1.318;0;;95
KBPL13;C;18.09.2019;1;2;0;0.167;0.044;2.313;0;0.46;0.121;6.372;0;;94
NPL6;C;11.12.2018;1;1;0;0.167;0.031;0;0;0.46;0.085;0;0;;90
NPL9;A;11.12.2018;1;2;0;0.167;0;0.271;0;0.46;0;0.747;0;;90
KBPL14;D;19.12.2019;1;1;0;0.167;0;0.188;0;0.46;0;0.518;0;;90
UPL10;B;22.03.2019;1;2;0;0.167;0;10.123;0;0.46;0;27.888;0;;107
KBPL11;B;18.09.2019;1;4;0;0.167;0;0.215;0;0.23;0;0.296;0;;94
NPL6;A;24.06.2019;1;4;0;0.168;0;0.144;0.064;0.231;0;0.198;0.088;;98
NPL9;A;11.12.2018;1;1;0;0.168;0;0.586;0;0.463;0;1.614;0;;90
KBPL13;B;19.12.2019;1;2;0;0.168;0;0;0;0.463;0;0;0;;90
KBPL13;C;14.06.2019;1;2;0;0.169;0;0.067;0;0.466;0;0.185;0;;90
NPL5;D;20.12.2019;1;1;0;0.169;0;0.306;0;0.466;0;0.843;0;;85
NPL7;D;25.09.2019;1;3;0;0.169;0;1.111;0;0.466;0;3.061;0;;90
NPL3;C;20.12.2019;1;4;0;0.169;0;0.267;0;0.233;0;0.368;0;;85
NPL5;A;11.12.2018;1;4;0;0.169;0;2.218;0;0.233;0;3.055;0;;90
UPL2;B;07.10.2018;1;2;0;0.169;0.055;1.813;0;0.466;0.152;4.995;0;;0
KBPL4;A;03.12.2018;1;2;0;0.169;0;3.354;0;0.466;0;9.24;0;;86
KBPL11;B;18.09.2019;1;2;0;0.169;0.041;0;0.126;0.466;0.113;0;0.347;;94
KBPL13;B;14.06.2019;1;1;0;0.169;0;0.234;0;0.466;0;0.645;0;;90
KBPL8;A;07.09.2018;1;2;0;0.17;0;0.11;0;0.468;0;0.303;0;;0
KBPL6;B;13.03.2019;1;O;3;0.17;0;0;0;1.561;0;0;0;;100
KBPL7;B;07.09.2018;1;O;4;0.17;0;0;0;1.171;0;0;0;;0
KBPL12;A;07.09.2018;1;1;0;0.17;0;0;0;0.468;0;0;0;;0
KBPL4;D;07.09.2018;1;3;0;0.17;0.006;0;0;0.468;0.017;0;0;;0
KBPL9;A;07.09.2018;1;2;0;0.17;0;0;0;0.468;0;0;0;;0
KBPL9;A;07.09.2018;1;3;0;0.17;0;0.35;0;0.468;0;0.964;0;;0
KBPL12;C;19.12.2019;1;2;0;0.17;0;0.05;0;0.468;0;0.138;0;;90
KBPL6;D;07.09.2018;1;2;0;0.17;0;0.8;0;0.468;0;2.204;0;;0
UPL1;B;22.03.2019;1;1;0;0.17;0;0;0;0.468;0;0;0;;107
NPL10;D;10.09.2018;1;1;0;0.17;0.19;1.72;0;0.468;0.523;4.739;0;;0
UPL5;C;07.10.2018;1;4;0;0.17;0.021;2.182;0;0.234;0.029;3.006;0;;0
NPL9;D;25.09.2019;1;4;0;0.17;0;0.132;0;0.234;0;0.182;0;;90
UPL11;D;22.03.2019;1;1;0;0.17;0;13.565;0;0.468;0;37.371;0;;107
NPL2;A;10.09.2018;1;1;0;0.17;0.09;0.3;0.19;0.468;0.248;0.826;0.523;;0
UPL12;C;17.12.2019;1;2;0;0.17;0;1.285;17.112;0.468;0;3.54;47.143;;77
NPL4;C;11.12.2018;1;1;0;0.17;0;12.663;0;0.468;0;34.886;0;;90
UPL12;D;29.09.2019;1;4;0;0.17;0;0;0;0.234;0;0;0;;80
UPL1;A;17.12.2019;1;2;0;0.17;0;1.35;0;0.468;0;3.719;0;;77
KBPL16;A;19.12.2019;1;2;0;0.17;0;0.14;0;0.468;0;0.386;0;;90
UPL6;B;29.09.2019;1;3;0;0.17;0;0;0;0.468;0;0;0;;80
UPL6;D;17.12.2019;1;2;0;0.17;0.02;16.89;0;0.468;0.055;46.531;0;;77
UPL11;A;29.09.2019;1;2;0;0.17;0;0.04;0;0.468;0;0.11;0;;80
UPL1;C;10.07.2019;1;3;0;0.17;0;6.695;0;0.468;0;18.444;0;;108
KBPL16;B;13.03.2019;1;2;0;0.171;0;0;0;0.471;0;0;0;;100
NPL9;D;25.09.2019;1;3;0;0.171;0;1.34;0;0.471;0;3.692;0;;90
NPL7;A;20.12.2019;1;3;0;0.171;0;0.446;0;0.471;0;1.229;0;;85
NPL6;B;24.06.2019;1;3;0;0.172;0;0;0.112;0.474;0;0;0.309;;98
UPL1;C;22.03.2019;1;2;0;0.172;0;0;0;0.474;0;0;0;;107
NPL10;D;24.06.2019;1;O;3;0.172;0.021;0.403;0;1.58;0.193;3.701;0;;98
NPL1;B;20.12.2019;1;2;0;0.172;0;0.557;0;0.474;0;1.535;0;;85
UPL4;D;10.07.2019;1;3;0;0.172;0;0.247;0;0.474;0;0.68;0;;108
UPL10;C;22.03.2019;1;2;0;0.172;0.022;1.034;0;0.474;0.061;2.849;0;;107
UPL9;B;22.03.2019;1;1;0;0.172;0;0;0;0.474;0;0;0;;107
UPL5;C;07.10.2018;1;1;0;0.172;0.126;0.573;0;0.474;0.347;1.579;0;;0
UPL2;A;10.07.2019;1;3;0;0.172;0.037;0.473;0;0.474;0.102;1.303;0;;108
KBPL15;C;14.06.2019;1;O;3;0.173;0;0;0;1.589;0;0;0;;90
KBPL6;B;14.06.2019;1;1;0;0.173;0;0;0;0.477;0;0;0;;90
KBPL12;B;13.03.2019;1;4;0;0.173;0.031;0.128;0;0.238;0.043;0.176;0;;100
KBPL11;D;13.03.2019;1;3;0;0.173;0;0.146;0;0.477;0;0.402;0;;100
NPL8;B;16.03.2019;1;3;0;0.173;0;0;0;0.477;0;0;0;;95
NPL7;B;10.09.2018;1;2;0;0.173;0.071;0;0;0.477;0.196;0;0;;0
UPL6;D;07.10.2018;1;1;0;0.173;0.04;3.728;0;0.477;0.11;10.27;0;;0
UPL7;B;05.12.2018;1;3;0;0.173;0;0;0;0.238;0;0;0;;60
KBPL2;D;07.09.2018;1;1;0;0.174;0.023;0.76;0;0.479;0.063;2.094;0;;0
KBPL10;D;07.09.2018;1;2;0;0.174;0;0.64;0;0.479;0;1.763;0;;0
UPL12;C;10.07.2019;1;2;0;0.174;0;4.019;0;0.479;0;11.072;0;;108
NPL4;C;20.12.2019;1;1;0;0.174;0;5.359;0;0.479;0;14.764;0;;85
UPL8;C;10.07.2019;1;4;0;0.174;0;0;0;0.24;0;0;0;;108
NPL7;C;20.12.2019;1;3;0;0.174;0;1.358;0;0.479;0;3.741;0;;85
UPL4;C;10.07.2019;1;4;0;0.174;0;0.206;0;0.24;0;0.284;0;;108
UPL8;B;10.07.2019;1;3;0;0.174;0;0.961;0;0.479;0;2.647;0;;108
UPL8;C;05.12.2018;1;2;0;0.174;0;0.181;0;0.479;0;0.499;0;;60
UPL12;A;07.10.2018;1;O;3;0.174;0;0;0;1.598;0;0;0;;0
UPL7;D;10.07.2019;1;2;0;0.174;0;0.085;0;0.479;0;0.234;0;;108
NPL1;D;20.12.2019;1;2;0;0.175;0.03;0.404;0;0.482;0.083;1.113;0;;85
KBPL11;B;19.12.2019;1;3;0;0.175;0;0;0.026;0.482;0;0;0.072;;90
KBPL2;D;07.09.2018;1;2;0;0.175;0;0.321;0;0.482;0;0.884;0;;0
UPL6;D;05.12.2018;1;4;0;0.175;0;0.693;0;0.241;0;0.955;0;;60
KBPL14;C;13.03.2019;1;4;0;0.176;0;0;0;0.242;0;0;0;;100
UPL1;A;29.09.2019;1;3;0;0.176;0.14;0.08;0;0.485;0.386;0.22;0;;80
KBPL12;C;18.09.2019;1;2;0;0.176;0;0.749;0;0.485;0;2.063;0;;94
KBPL7;A;03.12.2018;1;2;0;0.176;0.129;0.239;0;0.485;0.355;0.658;0;;86
NPL12;C;10.09.2018;1;3;0;0.176;0.056;0;0;0.485;0.154;0;0;;0
NPL6;B;16.03.2019;1;2;0;0.176;0;0.891;0;0.485;0;2.455;0;;95
NPL9;D;24.06.2019;1;4;0;0.176;0;0;0;0.242;0;0;0;;98
UPL5;B;05.12.2018;1;O;3;0.176;0.032;0;0;1.616;0.294;0;0;;60
NPL1;B;11.12.2018;1;4;0;0.177;0;4.6;0;0.244;0;6.336;0;;90
NPL6;C;24.06.2019;1;1;0;0.177;0;0.131;0;0.488;0;0.361;0;;98
KBPL13;C;14.06.2019;1;O;4;0.178;0;0;0;1.226;0;0;0;;90
UPL12;B;17.12.2019;1;2;0;0.178;0;0.28;0.359;0.49;0;0.771;0.989;;77
NPL2;B;25.09.2019;1;3;0;0.178;0;0.087;0.045;0.49;0;0.24;0.124;;90
NPL8;C;24.06.2019;1;1;0;0.178;0;3.457;0;0.49;0;9.524;0;;98
NPL2;B;16.03.2019;1;1;0;0.179;0;1.637;0;0.493;0;4.51;0;;95
NPL2;D;16.03.2019;1;2;0;0.179;0;0;0;0.493;0;0;0;;95
NPL12;A;20.12.2019;1;1;0;0.179;0;0.179;0;0.493;0;0.493;0;;85
UPL8;B;07.10.2018;1;1;0;0.179;0.233;1.301;0;0.493;0.642;3.584;0;;0
KBPL12;D;19.12.2019;1;O;3;0.18;0.009;0;0;1.653;0.083;0;0;;90
UPL2;B;29.09.2019;1;2;0;0.18;0;1.48;0;0.496;0;4.077;0;;80
NPL4;C;16.03.2019;1;2;0;0.18;0;0.678;0.261;0.496;0;1.868;0.719;;95
NPL11;A;11.12.2018;1;1;0;0.18;0.029;0.261;0.253;0.496;0.08;0.719;0.697;;90
NPL11;B;20.12.2019;1;1;0;0.18;0;0.532;0;0.496;0;1.466;0;;85
NPL2;A;11.12.2018;1;2;0;0.18;0;0;0;0.496;0;0;0;;90
NPL2;C;10.09.2018;1;4;0;0.18;0.01;0.04;0;0.248;0.014;0.055;0;;0
NPL2;D;24.06.2019;1;2;0;0.18;0;0;0.138;0.496;0;0;0.38;;98
UPL3;C;17.12.2019;1;3;0;0.18;0;0;0.11;0.496;0;0;0.303;;77
UPL3;C;07.10.2018;1;4;0;0.18;0.04;0;0;0.248;0.055;0;0;;0
UPL1;A;17.12.2019;1;3;0;0.18;0;0.49;0;0.496;0;1.35;0;;77
UPL6;C;05.12.2018;1;3;0;0.18;0;0;0;0.496;0;0;0;;60
UPL10;B;29.09.2019;1;2;0;0.18;0;1.17;0;0.496;0;3.223;0;;80
UPL10;C;29.09.2019;1;2;0;0.18;0;0;0;0.496;0;0;0;;80
UPL4;B;10.07.2019;1;2;0;0.181;0;0;0;0.499;0;0;0;;108
NPL8;B;20.12.2019;1;3;0;0.181;0;0.789;0;0.499;0;2.174;0;;85
NPL6;C;20.12.2019;1;2;0;0.181;0;0.167;0;0.499;0;0.46;0;;85
UPL10;B;07.10.2018;1;2;0;0.181;0.028;0.854;0;0.499;0.077;2.353;0;;0
UPL10;B;07.10.2018;1;2;0;0.181;0;0.854;0;0.499;0;2.353;0;;0
KBPL16;B;13.03.2019;1;1;0;0.182;0;0.505;0;0.501;0;1.391;0;;100
KBPL2;A;07.09.2018;1;2;0;0.182;0;0.43;0.42;0.501;0;1.185;1.157;;0
NPL5;C;11.12.2018;1;3;0;0.182;0;3.278;0;0.501;0;9.031;0;;90
KBPL12;A;13.03.2019;1;1;0;0.182;0;0.723;0.169;0.501;0;1.992;0.466;;100
UPL3;D;10.07.2019;1;4;0;0.182;0;7.645;0;0.251;0;10.531;0;;108
UPL6;A;05.12.2018;1;2;0;0.182;0;0.182;0;0.501;0;0.501;0;;60
UPL9;A;10.07.2019;1;2;0;0.182;0.025;0.098;0;0.501;0.069;0.27;0;;108
KBPL15;C;14.06.2019;1;1;0;0.182;0;0.089;0;0.501;0;0.245;0;;90
KBPL10;D;03.12.2018;1;1;0;0.183;0;0.225;0;0.504;0;0.62;0;;86
UPL7;C;07.10.2018;1;3;0;0.183;0.012;0.522;0.162;0.504;0.033;1.438;0.446;;0
UPL3;B;22.03.2019;1;3;0;0.183;0;0;0;0.504;0;0;0;;107
UPL11;C;05.12.2018;1;O;3;0.183;0;0;0;1.681;0;0;0;;60
NPL4;C;11.12.2018;1;2;0;0.184;0;0;0;0.507;0;0;0;;90
UPL8;C;07.10.2018;1;2;0;0.184;0;8.573;0;0.507;0;23.618;0;;0
UPL6;A;07.10.2018;1;3;0;0.185;0;0;0;0.51;0;0;0;;0
UPL3;A;05.12.2018;1;O;3;0.185;0;0;0;1.699;0;0;0;;60
UPL9;A;22.03.2019;1;1;0;0.185;0;0.168;0;0.51;0;0.463;0;;107
UPL4;B;07.10.2018;1;2;0;0.185;0.021;0;0;0.51;0.058;0;0;;0
UPL6;B;07.10.2018;1;O;3;0.185;0.391;0;0;1.699;3.591;0;0;;0
KBPL13;D;18.09.2019;1;1;0;0.186;0.095;0.18;0.056;0.512;0.262;0.496;0.154;;94
KBPL15;D;18.09.2019;1;1;0;0.186;0;0.153;0;0.512;0;0.422;0;;94
NPL6;C;24.06.2019;1;3;0;0.186;0;0;0;0.512;0;0;0;;98
UPL1;B;07.10.2018;1;2;0;0.186;0;0.293;0;0.512;0;0.807;0;;0
UPL4;A;07.10.2018;1;1;0;0.186;0.038;6.187;0;0.512;0.105;17.045;0;;0
UPL10;C;05.12.2018;1;1;0;0.186;0;0.093;0;0.512;0;0.256;0;;60
UPL5;B;07.10.2018;1;2;0;0.186;0.025;0;0;0.512;0.069;0;0;;0
NPL8;A;25.09.2019;1;4;0;0.187;0;0.164;0;0.258;0;0.226;0;;90
NPL11;C;16.03.2019;1;2;0;0.187;0.049;0;0.015;0.515;0.135;0;0.041;;95
NPL6;D;25.09.2019;1;3;0;0.187;0;0.571;0;0.515;0;1.573;0;;90
KBPL16;D;14.06.2019;1;1;0;0.187;0;0;0;0.515;0;0;0;;90
UPL2;B;10.07.2019;1;4;0;0.187;0;0;0;0.258;0;0;0;;108
KBPL15;C;13.03.2019;1;2;0;0.188;0.018;3.972;0;0.518;0.05;10.943;0;;100
KBPL6;C;07.09.2018;1;1;0;0.189;0.099;0.272;0;0.521;0.273;0.749;0;;0
KBPL5;A;07.09.2018;1;2;0;0.189;0;0;0;0.521;0;0;0;;0
NPL6;B;11.12.2018;1;3;0;0.189;0.143;0.435;0;0.521;0.394;1.198;0;;90
NPL4;D;20.12.2019;1;1;0;0.189;0;6.884;0;0.521;0;18.965;0;;85
UPL12;D;05.12.2018;1;1;0;0.189;0;0.664;0;0.521;0;1.829;0;;60
UPL12;B;05.12.2018;1;2;0;0.189;0;9.491;0;0.521;0;26.147;0;;60
KBPL10;D;13.03.2019;1;1;0;0.19;0;0;0;0.523;0;0;0;;100
KBPL12;C;19.12.2019;1;1;0;0.19;0.09;0;0;0.523;0.248;0;0;;90
KBPL14;D;14.06.2019;1;2;0;0.19;0;0.391;0;0.523;0;1.077;0;;90
KBPL4;A;07.09.2018;1;3;0;0.19;0.11;0;0.517;0.523;0.303;0;1.424;;0
UPL3;C;05.12.2018;1;2;0;0.19;0;0;0;0.523;0;0;0;;60
UPL11;A;10.07.2019;1;1;0;0.19;0.022;4.702;0.335;0.523;0.061;12.954;0.923;;108
KBPL15;C;19.12.2019;1;2;0;0.19;0;0.27;0;0.523;0;0.744;0;;90
UPL9;B;29.09.2019;1;4;0;0.19;0;0;0;0.262;0;0;0;;80
KBPL6;C;19.12.2019;1;1;0;0.19;0;0.1;0.015;0.523;0;0.275;0.041;;90
UPL8;D;17.12.2019;1;2;0;0.19;0;2.98;0;0.523;0;8.21;0;;77
KBPL16;D;18.09.2019;1;1;0;0.191;0;0.154;0.032;0.526;0;0.424;0.088;;94
KBPL11;A;18.09.2019;1;4;0;0.191;0.058;8.728;0;0.263;0.08;12.023;0;;94
NPL9;C;20.12.2019;1;3;0;0.191;0;0.533;0;0.526;0;1.468;0;;85
NPL2;A;25.09.2019;1;2;0;0.191;0;0.333;1.369;0.526;0;0.917;3.772;;90
NPL4;A;24.06.2019;1;3;0;0.191;0;3.943;0;0.526;0;10.862;0;;98
NPL6;D;24.06.2019;1;1;0;0.191;0;0.2;0.078;0.526;0;0.551;0.215;;98
NPL5;A;16.03.2019;1;2;0;0.192;0;0;0;0.529;0;0;0;;95
KBPL7;A;03.12.2018;1;1;0;0.193;0.013;0;0;0.532;0.036;0;0;;86
NPL9;B;25.09.2019;1;4;0;0.193;0;0.205;0;0.266;0;0.282;0;;90
UPL4;A;05.12.2018;1;1;0;0.193;0;0.019;0;0.532;0;0.052;0;;60
KBPL13;A;13.03.2019;1;2;0;0.194;0.025;0.516;0;0.534;0.069;1.422;0;;100
KBPL6;B;03.12.2018;1;O;3;0.194;0.016;0;0;1.782;0.147;0;0;;86
NPL8;D;10.09.2018;1;4;0;0.194;0;1.573;0;0.267;0;2.167;0;;0
UPL5;B;10.07.2019;1;3;0;0.194;0;3.79;0;0.534;0;10.441;0;;108
KBPL5;A;03.12.2018;1;1;0;0.195;0.018;0.055;0;0.537;0.05;0.152;0;;86
KBPL16;A;13.03.2019;1;1;0;0.195;0.054;4.986;0;0.537;0.149;13.736;0;;100
KBPL13;B;13.03.2019;1;2;0;0.195;0.015;0.469;0;0.537;0.041;1.292;0;;100
UPL6;D;22.03.2019;1;2;0;0.195;0;6.248;0;0.537;0;17.213;0;;107
NPL6;C;16.03.2019;1;2;0;0.195;0;0.588;0;0.537;0;1.62;0;;95
NPL9;D;24.06.2019;1;1;0;0.195;0;0.004;0;0.537;0;0.011;0;;98
NPL6;A;25.09.2019;1;4;0;0.195;0;0;0;0.269;0;0;0;;90
UPL12;D;10.07.2019;1;4;0;0.195;0;0;0;0.269;0;0;0;;108
UPL3;D;22.03.2019;1;2;0;0.195;0.002;0;0;0.537;0.006;0;0;;107
NPL5;B;20.12.2019;1;1;0;0.196;0;0.629;3.949;0.54;0;1.733;10.879;;85
KBPL13;B;14.06.2019;1;2;0;0.196;0;0.275;0;0.54;0;0.758;0;;90
NPL8;B;10.09.2018;1;2;0;0.196;0.84;0;0;0.54;2.314;0;0;;0
NPL6;D;20.12.2019;1;1;0;0.196;0;0.758;0;0.54;0;2.088;0;;85
KBPL13;C;19.12.2019;1;O;2;0.196;0;0.568;0;2.7;0;7.824;0;;90
UPL12;C;22.03.2019;1;3;0;0.196;0.008;0;0;0.54;0.022;0;0;;107
NPL5;B;16.03.2019;1;1;0;0.197;0;0;0;0.543;0;0;0;;95
UPL8;C;07.10.2018;1;1;0;0.197;0.061;0;0;0.543;0.168;0;0;;0
UPL5;D;10.07.2019;1;3;0;0.197;0;0.026;0;0.543;0;0.072;0;;108
NPL6;B;16.03.2019;1;1;0;0.198;0;0.403;0;0.545;0;1.11;0;;95
NPL11;A;24.06.2019;1;3;0;0.198;0;1.407;0;0.545;0;3.876;0;;98
NPL8;D;25.09.2019;1;3;0;0.198;0;0;0;0.545;0;0;0;;90
NPL1;B;11.12.2018;1;2;0;0.198;0.004;1.498;0.535;0.545;0.011;4.127;1.474;;90
UPL11;B;17.12.2019;1;3;0;0.198;0;1.35;0;0.545;0;3.719;0;;77
NPL11;D;11.12.2018;1;1;0;0.198;0.054;0.696;0.446;0.545;0.149;1.917;1.229;;90
NPL2;D;20.12.2019;1;4;0;0.198;0;0.336;0;0.273;0;0.463;0;;85
UPL8;D;07.10.2018;1;2;0;0.198;0;0;0;0.545;0;0;0;;0
NPL2;C;25.09.2019;1;2;0;0.198;0.008;0.119;0;0.545;0.022;0.328;0;;90
KBPL12;A;14.06.2019;1;1;0;0.199;0;0.032;0;0.548;0;0.088;0;;90
NPL12;B;20.12.2019;1;3;0;0.199;0;0.112;0;0.548;0;0.309;0;;85
NPL3;D;24.06.2019;1;1;0;0.199;0;0;0;0.548;0;0;0;;98
NPL6;D;20.12.2019;1;3;0;0.199;0;0.102;0;0.548;0;0.281;0;;85
NPL6;A;16.03.2019;1;1;0;0.2;0;0.492;0;0.551;0;1.355;0;;95
NPL4;A;20.12.2019;1;1;0;0.2;0;0.692;0;0.551;0;1.906;0;;85
NPL1;A;20.12.2019;1;3;0;0.2;0;0;0;0.551;0;0;0;;85
KBPL8;D;07.09.2018;1;2;0;0.2;0.024;0;3.29;0.551;0.066;0;9.064;;0
KBPL6;A;13.03.2019;1;2;0;0.2;0;0.08;0;0.551;0;0.22;0;;100
KBPL9;B;07.09.2018;1;O;1;0.2;0.04;0;0;5.51;1.102;0;0;;0
NPL3;D;20.12.2019;1;4;0;0.2;0;0.113;0;0.275;0;0.156;0;;85
NPL1;D;10.09.2018;1;3;0;0.2;0.027;4.099;0;0.551;0.074;11.293;0;;0
NPL2;D;25.09.2019;1;2;0;0.2;0;2.311;0;0.551;0;6.367;0;;90
UPL4;A;29.09.2019;1;2;0;0.2;0;2.08;0;0.551;0;5.73;0;;80
UPL9;D;29.09.2019;1;3;0;0.2;0.01;0;0;0.551;0.028;0;0;;80
KBPL10;C;19.12.2019;1;2;0;0.2;0.05;0;0;0.551;0.138;0;0;;90
UPL2;C;17.12.2019;1;2;0;0.2;0;0;0;0.551;0;0;0;;77
UPL4;B;17.12.2019;1;2;0;0.2;0;0;0.46;0.551;0;0;1.267;;77
NPL7;B;24.06.2019;1;O;1.5;0.2;0;0.11;0;3.673;0;2.02;0;;98
UPL1;C;17.12.2019;1;3;0;0.2;0;0.07;0;0.551;0;0.193;0;;77
KBPL6;C;14.06.2019;1;2;0;0.201;0;0.457;0;0.554;0;1.259;0;;90
KBPL6;C;03.12.2018;1;O;3;0.201;0;0.154;0;1.846;0;1.414;0;;86
UPL11;D;17.12.2019;1;2;0;0.201;0;3.44;0;0.554;0;9.477;0;;77
NPL4;D;11.12.2018;1;1;0;0.201;0;8.62;0;0.554;0;23.748;0;;90
UPL12;B;22.03.2019;1;3;0;0.201;0;3.329;0;0.554;0;9.171;0;;107
KBPL13;D;19.12.2019;1;1;0;0.201;0;1.412;0;0.554;0;3.89;0;;90
UPL3;A;10.07.2019;1;4;0;0.201;0;0.138;0;0.277;0;0.19;0;;108
KBPL10;A;18.09.2019;1;O;2;0.202;0.015;0.046;0;2.782;0.207;0.634;0;;94
