plotID;subplotID;sample_date;no_cores;layer;o_hor;fr_liv;fr_dead;cr_liv;cr_dead;dens_fr_liv;dens_fr_dead;dens_cr_liv;dens_cr_dead;;interval
KBPL16;D;13.03.2019;1;3;0;0.049;0.007;0.117;0.03;0.135;0.019;0.322;0.083;;100
NPL8;C;20.12.2019;1;3;0;0.049;0;0.072;0;0.135;0;0.198;0;;85
KBPL6;D;14.06.2019;1;3;0;0.049;0;3.957;0;0.135;0;10.901;0;;90
NPL6;A;16.03.2019;1;2;0;0.049;0.014;2.372;0;0.135;0.039;6.535;0;;95
NPL3;D;16.03.2019;1;2;0;0.049;0;0.08;0;0.135;0;0.22;0;;95
UPL10;D;07.10.2018;1;4;0;0.049;0.007;0;0;0.067;0.01;0;0;;0
UPL6;B;07.10.2018;1;3;0;0.049;0.044;0.04;0;0.135;0.121;0.11;0;;0
UPL12;A;10.07.2019;1;3;0;0.049;0;0.42;0.833;0.135;0;1.157;2.295;;108
UPL4;C;05.12.2018;1;4;0;0.049;0;0;0;0.067;0;0;0;;60
KBPL16;A;19.12.2019;1;3;0;0.05;0;7.73;0;0.138;0;21.296;0;;90
NPL1;D;20.12.2019;1;3;0;0.05;0;2.538;0;0.138;0;6.992;0;;85
UPL6;C;29.09.2019;1;3;0;0.05;0;0;0;0.138;0;0;0;;80
KBPL13;D;14.06.2019;1;4;0;0.05;0;0.011;0;0.069;0;0.015;0;;90
KBPL12;C;07.09.2018;1;3;0;0.05;0;0;0;0.138;0;0;0;;0
KBPL12;A;07.09.2018;1;4;0;0.05;0.013;0;0;0.069;0.018;0;0;;0
KBPL12;C;03.12.2018;1;3;0;0.05;0;2.184;0;0.138;0;6.017;0;;86
NPL6;D;10.09.2018;1;3;0;0.05;0;0;0;0.138;0;0;0;;0
UPL12;D;05.12.2018;1;3;0;0.05;0.03;0.075;0;0.138;0.083;0.207;0;;60
NPL7;C;11.12.2018;1;2;0;0.05;0;1.416;0;0.138;0;3.901;0;;90
NPL3;A;11.12.2018;1;4;0;0.05;0;0.6;0;0.069;0;0.826;0;;90
NPL6;A;10.09.2018;1;4;0;0.05;0;0.43;0;0.069;0;0.592;0;;0
UPL5;C;05.12.2018;1;4;0;0.05;0.013;0.418;0;0.069;0.018;0.576;0;;60
NPL9;C;24.06.2019;1;3;0;0.05;0;0.072;0;0.138;0;0.198;0;;98
NPL1;D;16.03.2019;1;3;0;0.05;0;2.536;0;0.138;0;6.987;0;;95
NPL6;C;11.12.2018;1;4;0;0.05;0;0;0;0.069;0;0;0;;90
UPL4;B;17.12.2019;1;4;0;0.05;0;0;0;0.069;0;0;0;;77
UPL6;B;17.12.2019;1;3;0;0.05;0.06;0;0;0.138;0.165;0;0;;77
KBPL16;B;19.12.2019;1;3;0;0.05;0.05;0;0;0.138;0.138;0;0;;90
KBPL13;D;13.03.2019;1;2;0;0.05;0;0.045;0;0.138;0;0.124;0;;100
UPL1;D;29.09.2019;1;3;0;0.05;0;0;0;0.138;0;0;0;;80
UPL2;D;17.12.2019;1;2;0;0.05;0;1.78;0;0.138;0;4.904;0;;77
UPL4;A;17.12.2019;1;3;0;0.05;0.04;0;0;0.138;0.11;0;0;;77
UPL3;A;29.09.2019;1;3;0;0.05;0;0;0;0.138;0;0;0;;80
KBPL10;A;14.06.2019;1;1;0;0.05;0.085;0;0;0.138;0.234;0;0;;90
KBPL16;D;14.06.2019;1;3;0;0.051;0;0;0;0.141;0;0;0;;90
KBPL15;A;18.09.2019;1;2;0;0.051;0;0;0;0.141;0;0;0;;94
KBPL16;A;13.03.2019;1;3;0;0.051;0;1.503;0;0.141;0;4.141;0;;100
NPL11;B;16.03.2019;1;2;0;0.051;0;0;0.057;0.141;0;0;0.157;;95
NPL9;B;24.06.2019;1;3;0;0.051;0;0;0;0.141;0;0;0;;98
UPL6;C;10.07.2019;1;4;0;0.051;0;0;0;0.07;0;0;0;;108
UPL1;D;29.09.2019;1;2;0;0.051;0;3.57;0;0.141;0;9.835;0;;80
UPL6;A;05.12.2018;1;3;0;0.051;0;0;0;0.141;0;0;0;;60
UPL7;A;10.07.2019;1;4;0;0.051;0.009;0;0;0.07;0.012;0;0;;108
NPL11;A;24.06.2019;1;O;3;0.052;0;0;0.04;0.478;0;0;0.367;;98
UPL7;D;10.07.2019;1;3;0;0.052;0;0.026;0;0.143;0;0.072;0;;108
UPL2;A;07.10.2018;1;3;0;0.052;0;0;0;0.143;0;0;0;;0
KBPL16;A;18.09.2019;1;2;0;0.053;0;0;0;0.146;0;0;0;;94
NPL2;A;24.06.2019;1;4;0;0.053;0;0;0;0.073;0;0;0;;98
KBPL1;C;03.12.2018;1;2;0;0.053;0;0.109;0;0.146;0;0.3;0;;86
NPL10;C;24.06.2019;1;2;0;0.053;0;0.162;0;0.146;0;0.446;0;;98
KBPL15;A;14.06.2019;1;3;0;0.053;0;0.211;0;0.146;0;0.581;0;;90
NPL3;C;24.06.2019;1;4;0;0.053;0;0.489;0;0.073;0;0.674;0;;98
NPL2;B;16.03.2019;1;4;0;0.053;0;0;0;0.073;0;0;0;;95
NPL9;D;24.06.2019;1;2;0;0.053;0.02;0;0;0.146;0.055;0;0;;98
UPL3;B;05.12.2018;1;3;0;0.053;0;0;0;0.146;0;0;0;;60
NPL5;A;24.06.2019;1;4;0;0.053;0;0.239;0;0.073;0;0.329;0;;98
NPL8;A;20.12.2019;1;4;0;0.053;0;1.292;0;0.073;0;1.78;0;;85
KBPL5;D;07.09.2018;1;3;0;0.054;0;0;0;0.149;0;0;0;;0
KBPL15;A;13.03.2019;1;4;0;0.054;0.015;0.063;0;0.074;0.021;0.087;0;;100
KBPL13;C;13.03.2019;1;3;0;0.054;0;0;0;0.149;0;0;0;;100
KBPL14;D;18.09.2019;1;2;0;0.054;0;0;0.16;0.149;0;0;0.441;;94
NPL3;B;16.03.2019;1;4;0;0.054;0;0;0;0.074;0;0;0;;95
NPL1;B;24.06.2019;1;1;0;0.054;0;1.786;0;0.149;0;4.92;0;;98
NPL5;D;25.09.2019;1;3;0;0.054;0;3.612;0;0.149;0;9.951;0;;90
KBPL6;B;18.09.2019;1;3;0;0.054;0.018;0.268;0;0.149;0.05;0.738;0;;94
UPL7;A;17.12.2019;1;2;0;0.054;0;3.71;0;0.149;0;10.221;0;;77
UPL6;D;07.10.2018;1;2;0;0.054;0.042;0.109;0;0.149;0.116;0.3;0;;0
KBPL10;B;18.09.2019;1;2;0;0.055;0;0;0;0.152;0;0;0;;94
KBPL6;B;18.09.2019;1;2;0;0.055;0.01;0;0;0.152;0.028;0;0;;94
NPL9;A;24.06.2019;1;1;0;0.055;0;0.211;0;0.152;0;0.581;0;;98
KBPL11;D;18.09.2019;1;2;0;0.055;0;0.768;0;0.152;0;2.116;0;;94
KBPL12;C;14.06.2019;1;4;0;0.055;0;0;0;0.076;0;0;0;;90
KBPL10;C;18.09.2019;1;4;0;0.055;0;0;0;0.076;0;0;0;;94
KBPL5;C;03.12.2018;1;4;0;0.055;0;0;0;0.076;0;0;0;;86
NPL6;B;24.06.2019;1;4;0;0.055;0;0.079;0;0.076;0;0.109;0;;98
NPL1;B;24.06.2019;1;4;0;0.055;0;0;0;0.076;0;0;0;;98
KBPL10;A;14.06.2019;1;2;0;0.055;0.018;0;0;0.152;0.05;0;0;;90
KBPL9;A;03.12.2018;1;4;0;0.055;0;0;0;0.076;0;0;0;;86
NPL4;C;16.03.2019;1;4;0;0.055;0.072;0.385;0;0.076;0.099;0.53;0;;95
NPL12;D;25.09.2019;1;3;0;0.055;0;0.3;0;0.152;0;0.826;0;;90
NPL1;D;25.09.2019;1;4;0;0.055;0;0;0;0.076;0;0;0;;90
NPL1;D;24.06.2019;1;4;0;0.055;0;0;0;0.076;0;0;0;;98
NPL7;C;10.09.2018;1;3;0;0.055;0.014;1.476;0.289;0.152;0.039;4.066;0.796;;0
NPL11;C;24.06.2019;1;2;0;0.055;0;1.17;9.481;0.152;0;3.223;26.12;;98
NPL9;B;20.12.2019;1;2;0;0.055;0;0.461;0;0.152;0;1.27;0;;85
UPL9;D;22.03.2019;1;3;0;0.055;0;0.322;0;0.152;0;0.887;0;;107
UPL5;D;05.12.2018;1;2;0;0.055;0;0;0;0.152;0;0;0;;60
KBPL11;D;19.12.2019;1;3;0;0.055;0;0;0;0.152;0;0;0;;90
KBPL14;A;19.12.2019;1;2;0;0.055;0;0.254;0;0.152;0;0.7;0;;90
KBPL15;C;19.12.2019;1;3;0;0.055;0;0.604;0;0.152;0;1.664;0;;90
KBPL6;A;03.12.2018;1;1;0;0.056;0;0;0;0.154;0;0;0;;86
KBPL8;C;03.12.2018;1;2;0;0.056;0.048;0;0;0.154;0.132;0;0;;86
UPL5;B;05.12.2018;1;3;0;0.056;0;0;0;0.154;0;0;0;;60
NPL1;A;16.03.2019;1;4;0;0.056;0;0;0.004;0.077;0;0;0.006;;95
KBPL10;C;14.06.2019;1;O;5;0.057;0;0;0;0.314;0;0;0;;90
KBPL10;C;03.12.2018;1;4;0;0.057;0;0.041;0;0.079;0;0.056;0;;86
NPL4;B;24.06.2019;1;2;0;0.057;0;0;0;0.157;0;0;0;;98
NPL7;D;20.12.2019;1;3;0;0.057;0;0;0;0.157;0;0;0;;85
NPL5;C;20.12.2019;1;3;0;0.057;0;2.661;0;0.157;0;7.331;0;;85
UPL12;C;10.07.2019;1;3;0;0.057;0;0;0;0.157;0;0;0;;108
KBPL11;B;07.09.2018;1;O;4;0.057;0.08;0.079;0;0.393;0.551;0.544;0;;0
KBPL14;C;19.12.2019;1;4;0;0.057;0;0.237;0;0.079;0;0.326;0;;90
UPL11;A;17.12.2019;1;3;0;0.058;0;0.074;0;0.16;0;0.204;0;;77
UPL2;B;22.03.2019;1;4;0;0.058;0;0;0;0.08;0;0;0;;107
KBPL5;C;03.12.2018;1;3;0;0.059;0.038;0;0;0.163;0.105;0;0;;86
NPL1;A;11.12.2018;1;1;0;0.059;0.051;0;0;0.163;0.141;0;0;;90
KBPL16;C;14.06.2019;1;3;0;0.059;0;0;0;0.163;0;0;0;;90
NPL3;A;20.12.2019;1;2;0;0.059;0;1.192;0;0.163;0;3.284;0;;85
NPL3;D;25.09.2019;1;4;0;0.059;0;0;0;0.081;0;0;0;;90
NPL5;B;24.06.2019;1;3;0;0.059;0;1.255;0;0.163;0;3.457;0;;98
KBPL13;A;19.12.2019;1;4;0;0.059;0;0.176;0;0.081;0;0.242;0;;90
KBPL12;A;18.09.2019;1;4;0;0.059;0.011;0.083;0;0.081;0.015;0.114;0;;94
UPL12;A;07.10.2018;1;2;0;0.059;0.036;0.287;0;0.163;0.099;0.791;0;;0
KBPL12;D;07.09.2018;1;2;0;0.06;0.009;0.329;0;0.165;0.025;0.906;0;;0
KBPL11;A;14.06.2019;1;3;0;0.06;0;0.073;0;0.165;0;0.201;0;;90
KBPL3;C;07.09.2018;1;4;0;0.06;0;0;0;0.083;0;0;0;;0
KBPL10;B;18.09.2019;1;O;3;0.06;0.012;0.667;0;0.551;0.11;6.125;0;;94
KBPL6;A;03.12.2018;1;4;0;0.06;0.036;0;0;0.083;0.05;0;0;;86
KBPL12;B;19.12.2019;1;2;0;0.06;0;4.55;0;0.165;0;12.535;0;;90
NPL10;B;10.09.2018;1;O;4;0.06;0.085;0;0;0.413;0.585;0;0;;0
KBPL2;D;07.09.2018;1;3;0;0.06;0;1.57;0;0.165;0;4.325;0;;0
NPL2;A;11.12.2018;1;4;0;0.06;0;0;0;0.083;0;0;0;;90
UPL4;B;29.09.2019;1;3;0;0.06;0;0.64;0;0.165;0;1.763;0;;80
NPL10;A;10.09.2018;1;O;7;0.06;0.04;0;0;0.236;0.157;0;0;;0
NPL3;A;20.12.2019;1;4;0;0.06;0;1.676;0;0.083;0;2.309;0;;85
NPL8;A;20.12.2019;1;3;0;0.06;0;0.601;0;0.165;0;1.656;0;;85
NPL4;B;20.12.2019;1;1;0;0.06;0;0.218;0;0.165;0;0.601;0;;85
NPL2;D;10.09.2018;1;3;0;0.06;0.01;0.23;0;0.165;0.028;0.634;0;;0
NPL10;C;11.12.2018;1;2;0;0.06;0;0;0;0.165;0;0;0;;90
NPL7;A;20.12.2019;1;4;0;0.06;0;0.821;0;0.083;0;1.131;0;;85
NPL8;C;11.12.2018;1;3;0;0.06;0;4.04;0;0.165;0;11.13;0;;90
UPL4;C;17.12.2019;1;3;0;0.06;0;2.82;0;0.165;0;7.769;0;;77
NPL3;D;10.09.2018;1;3;0;0.06;0;0;0;0.165;0;0;0;;0
UPL5;D;22.03.2019;1;4;0;0.06;0;0.762;0;0.083;0;1.05;0;;107
NPL2;B;11.12.2018;1;4;0;0.06;0;1.91;0.14;0.083;0;2.631;0.193;;90
UPL6;A;17.12.2019;1;2;0;0.06;0.03;0;0;0.165;0.083;0;0;;77
UPL6;B;17.12.2019;1;2;0;0.06;0;0;0.01;0.165;0;0;0.028;;77
UPL2;C;29.09.2019;1;4;0;0.06;0;0.19;0;0.083;0;0.262;0;;80
UPL4;A;29.09.2019;1;3;0;0.06;0;0;0;0.165;0;0;0;;80
KBPL2;B;07.09.2018;1;4;0;0.06;0;0;0;0.083;0;0;0;;0
KBPL12;A;19.12.2019;1;4;0;0.06;0;0.04;0;0.083;0;0.055;0;;90
UPL6;A;29.09.2019;1;4;0;0.06;0;0;0;0.083;0;0;0;;80
KBPL15;A;19.12.2019;1;3;0;0.06;0.015;0.151;0;0.165;0.041;0.416;0;;90
UPL9;C;29.09.2019;1;3;0;0.06;0;0;0;0.165;0;0;0;;80
UPL5;C;10.07.2019;1;1;0;0.061;0;0;0;0.168;0;0;0;;108
KBPL14;A;13.03.2019;1;1;0;0.061;0.005;0;0;0.168;0.014;0;0;;100
KBPL12;C;18.09.2019;1;3;0;0.061;0.077;1.446;0;0.168;0.212;3.984;0;;94
KBPL11;B;03.12.2018;1;2;0;0.061;0;0;0;0.168;0;0;0;;86
UPL9;B;10.07.2019;1;3;0;0.061;0;0.047;0.066;0.168;0;0.129;0.182;;108
NPL6;C;24.06.2019;1;4;0;0.061;0;0;0;0.084;0;0;0;;98
NPL1;A;24.06.2019;1;3;0;0.061;0;0;0;0.168;0;0;0;;98
NPL4;C;25.09.2019;1;2;0;0.061;0;0.404;0;0.168;0;1.113;0;;90
KBPL13;A;13.03.2019;1;3;0;0.061;0;0;0;0.168;0;0;0;;100
UPL3;C;22.03.2019;1;3;0;0.061;0;0;0;0.168;0;0;0;;107
KBPL15;A;14.06.2019;1;4;0;0.061;0;0;0;0.084;0;0;0;;90
KBPL15;C;19.12.2019;1;4;0;0.061;0;0.241;0;0.084;0;0.332;0;;90
UPL6;B;07.10.2018;1;2;0;0.061;0;0;0;0.168;0;0;0;;0
KBPL4;D;03.12.2018;1;1;0;0.062;0;0.566;0;0.171;0;1.559;0;;86
NPL1;C;20.12.2019;1;3;0;0.062;0;0.157;0;0.171;0;0.433;0;;85
UPL1;C;22.03.2019;1;4;0;0.062;0;0;0;0.085;0;0;0;;107
NPL12;A;16.03.2019;1;2;0;0.062;0;1.542;0;0.171;0;4.248;0;;95
NPL6;A;16.03.2019;1;3;0;0.062;0.007;0;0;0.171;0.019;0;0;;95
UPL10;D;22.03.2019;1;3;0;0.062;0;0.486;0;0.171;0;1.339;0;;107
NPL5;B;24.06.2019;1;1;0;0.062;0;0;11.836;0.171;0;0;32.607;;98
UPL9;A;07.10.2018;1;O;3;0.062;0;0;0;0.569;0;0;0;;0
UPL8;A;10.07.2019;1;4;0;0.062;0;0.048;0;0.085;0;0.066;0;;108
KBPL7;C;03.12.2018;1;1;0;0.062;0;0;0;0.171;0;0;0;;86
KBPL15;B;18.09.2019;1;3;0;0.063;0;0.511;0;0.174;0;1.408;0;;94
KBPL6;C;13.03.2019;1;4;0;0.063;0;0;0;0.087;0;0;0;;100
NPL8;D;24.06.2019;1;3;0;0.063;0;0.378;0;0.174;0;1.041;0;;98
NPL7;C;10.09.2018;1;O;16;0.063;0;0.396;1.265;0.108;0;0.682;2.178;;0
KBPL11;A;03.12.2018;1;3;0;0.063;0;0;0.066;0.174;0;0;0.182;;86
UPL3;B;22.03.2019;1;4;0;0.063;0;0;0;0.087;0;0;0;;107
NPL9;B;25.09.2019;1;2;0;0.063;0;2.93;0;0.174;0;8.072;0;;90
NPL11;C;11.12.2018;1;O;5;0.063;0.05;0;0.343;0.347;0.275;0;1.89;;90
UPL8;D;07.10.2018;1;3;0;0.063;0.049;0;0;0.174;0.135;0;0;;0
UPL12;A;22.03.2019;1;3;0;0.063;0;0;0;0.174;0;0;0;;107
UPL5;C;05.12.2018;1;3;0;0.063;0;0;0;0.174;0;0;0;;60
NPL12;B;24.06.2019;1;1;0;0.064;0;0.141;0;0.176;0;0.388;0;;98
NPL6;B;20.12.2019;1;4;0;0.064;0;0;0;0.088;0;0;0;;85
NPL9;C;25.09.2019;1;3;0;0.064;0;0.028;0;0.176;0;0.077;0;;90
KBPL14;D;19.12.2019;1;3;0;0.064;0;0.277;0;0.176;0;0.763;0;;90
NPL7;B;10.09.2018;1;O;16;0.064;0;0;0;0.11;0;0;0;;0
KBPL14;B;19.12.2019;1;3;0;0.064;0;0;0;0.176;0;0;0;;90
KBPL12;D;13.03.2019;1;1;0;0.064;0.007;0;0;0.176;0.019;0;0;;100
KBPL15;D;14.06.2019;1;4;0;0.065;0;0;0;0.09;0;0;0;;90
NPL4;B;11.12.2018;1;4;0;0.065;0;0;0;0.09;0;0;0;;90
NPL7;A;16.03.2019;1;3;0;0.065;0;0.204;0;0.179;0;0.562;0;;95
NPL10;B;25.09.2019;1;3;0;0.065;0;0.376;0;0.179;0;1.036;0;;90
NPL5;B;24.06.2019;1;2;0;0.065;0;0.044;0;0.179;0;0.121;0;;98
NPL2;B;24.06.2019;1;3;0;0.065;0;0.365;0;0.179;0;1.006;0;;98
UPL9;A;07.10.2018;1;3;0;0.065;0.052;0;0;0.179;0.143;0;0;;0
KBPL7;A;03.12.2018;1;4;0;0.065;0;0.116;0;0.09;0;0.16;0;;86
UPL11;B;10.07.2019;1;3;0;0.065;0;1.76;0;0.179;0;4.849;0;;108
UPL3;C;05.12.2018;1;3;0;0.065;0;0;0;0.179;0;0;0;;60
KBPL16;B;18.09.2019;1;3;0;0.065;0;0.532;0;0.179;0;1.466;0;;94
UPL1;C;07.10.2018;1;1;0;0.065;0.079;0.873;0;0.179;0.218;2.405;0;;0
UPL6;A;10.07.2019;1;3;0;0.066;0;0;0;0.182;0;0;0;;108
UPL12;B;07.10.2018;1;2;0;0.066;0.038;0;0;0.182;0.105;0;0;;0
KBPL11;D;03.12.2018;1;O;9;0.066;0.006;0;0;0.202;0.018;0;0;;86
KBPL11;D;14.06.2019;1;4;0;0.066;0.006;0.289;0;0.091;0.008;0.398;0;;90
NPL12;D;10.09.2018;1;4;0;0.066;0;0.21;0;0.091;0;0.289;0;;0
NPL3;A;11.12.2018;1;3;0;0.066;0;9.103;0;0.182;0;25.078;0;;90
NPL12;C;24.06.2019;1;2;0;0.066;0;6.166;0;0.182;0;16.987;0;;98
UPL9;B;05.12.2018;1;4;0;0.066;0.009;0;0;0.091;0.012;0;0;;60
UPL2;C;10.07.2019;1;3;0;0.066;0;0;0;0.182;0;0;0;;108
KBPL15;C;14.06.2019;1;4;0;0.066;0;0;0;0.091;0;0;0;;90
UPL7;B;17.12.2019;1;2;0;0.066;0;9.31;0.109;0.182;0;25.649;0.3;;77
NPL7;A;20.12.2019;1;1;0;0.067;0;0.599;0;0.185;0;1.65;0;;85
KBPL14;C;14.06.2019;1;4;0;0.067;0;0.207;0;0.092;0;0.285;0;;90
NPL10;A;11.12.2018;1;1;0;0.067;0.029;0;0;0.185;0.08;0;0;;90
UPL11;A;05.12.2018;1;4;0;0.067;0;0;0;0.092;0;0;0;;60
NPL4;A;20.12.2019;1;3;0;0.067;0;0;0;0.185;0;0;0;;85
UPL2;A;05.12.2018;1;3;0;0.067;0;0;0;0.185;0;0;0;;60
KBPL7;D;03.12.2018;1;3;0;0.068;0.181;0.19;0.027;0.187;0.499;0.523;0.074;;86
KBPL16;C;14.06.2019;1;4;0;0.068;0;0.048;0;0.094;0;0.066;0;;90
KBPL14;A;18.09.2019;1;1;0;0.068;0.136;0.153;0;0.187;0.375;0.422;0;;94
KBPL9;D;03.12.2018;1;3;0;0.068;0;0.068;0;0.187;0;0.187;0;;86
KBPL8;A;03.12.2018;1;2;0;0.068;0.017;0.101;0;0.187;0.047;0.278;0;;86
KBPL16;A;14.06.2019;1;4;0;0.068;0;0.048;0;0.094;0;0.066;0;;90
KBPL10;B;03.12.2018;1;4;0;0.068;0;0;0;0.094;0;0;0;;86
KBPL7;C;03.12.2018;1;2;0;0.068;0.046;0;0;0.187;0.127;0;0;;86
NPL4;C;20.12.2019;1;4;0;0.068;0;1.566;0;0.094;0;2.157;0;;85
UPL1;D;10.07.2019;1;4;0;0.068;0;0.245;0;0.094;0;0.337;0;;108
UPL1;C;05.12.2018;1;3;0;0.068;0;0.14;0;0.187;0;0.386;0;;60
UPL5;C;05.12.2018;1;2;0;0.068;0;0;0;0.187;0;0;0;;60
KBPL10;C;13.03.2019;1;3;0;0.069;0;0.165;0;0.19;0;0.455;0;;100
KBPL12;C;14.06.2019;1;3;0;0.069;0;0.276;0;0.19;0;0.76;0;;90
NPL7;C;25.09.2019;1;2;0;0.069;0;0;0;0.19;0;0;0;;90
NPL4;A;20.12.2019;1;2;0;0.069;0;0.705;0;0.19;0;1.942;0;;85
NPL4;B;20.12.2019;1;2;0;0.069;0;0;0;0.19;0;0;0;;85
NPL2;C;20.12.2019;1;3;0;0.069;0;0.408;0;0.19;0;1.124;0;;85
NPL6;D;11.12.2018;1;1;0;0.07;0.039;0.083;0.24;0.193;0.107;0.229;0.661;;90
KBPL16;B;19.12.2019;1;2;0;0.07;0;0;0;0.193;0;0;0;;90
KBPL2;A;07.09.2018;1;3;0;0.07;0.11;0;0;0.193;0.303;0;0;;0
KBPL6;D;07.09.2018;1;3;0;0.07;0.03;0;0;0.193;0.083;0;0;;0
KBPL6;B;03.12.2018;1;3;0;0.07;0;0.948;0;0.193;0;2.612;0;;86
KBPL1;A;07.09.2018;1;3;0;0.07;0.005;0;0;0.193;0.014;0;0;;0
KBPL16;D;19.12.2019;1;1;0;0.07;0;0;0;0.193;0;0;0;;90
NPL6;C;10.09.2018;1;3;0;0.07;0;0.04;0;0.193;0;0.11;0;;0
UPL1;C;10.07.2019;1;4;0;0.07;0;0.629;0.019;0.096;0;0.866;0.026;;108
NPL3;C;10.09.2018;1;3;0;0.07;0.052;0.63;0.05;0.193;0.143;1.736;0.138;;0
NPL11;D;20.12.2019;1;O;3;0.07;0;0.08;0;0.643;0;0.735;0;;85
UPL10;D;17.12.2019;1;2;0;0.07;0.02;0;0;0.193;0.055;0;0;;77
NPL1;A;10.09.2018;1;3;0;0.07;0.041;0;0.97;0.193;0.113;0;2.672;;0
KBPL6;C;19.12.2019;1;2;0;0.07;0;0.64;0.06;0.193;0;1.763;0.165;;90
NPL5;C;20.12.2019;1;4;0;0.07;0;7.059;0;0.096;0;9.724;0;;85
NPL9;A;10.09.2018;1;1;0;0.07;0.07;0.37;3.19;0.193;0.193;1.019;8.788;;0
NPL8;D;11.12.2018;1;4;0;0.07;0;0.54;0;0.096;0;0.744;0;;90
NPL2;C;11.12.2018;1;3;0;0.07;0;0;0;0.193;0;0;0;;90
UPL12;C;17.12.2019;1;4;0;0.07;0.057;0.598;0.055;0.096;0.079;0.824;0.076;;77
NPL3;A;10.09.2018;1;1;0;0.07;0;0.54;0.46;0.193;0;1.488;1.267;;0
NPL1;A;25.09.2019;1;3;0;0.07;0;0.604;0;0.193;0;1.664;0;;90
UPL7;D;29.09.2019;1;4;0;0.07;0;7.03;0;0.096;0;9.684;0;;80
UPL8;B;29.09.2019;1;3;0;0.07;0;0;0;0.193;0;0;0;;80
UPL2;A;17.12.2019;1;4;0;0.07;0;0;0;0.096;0;0;0;;77
UPL7;A;29.09.2019;1;2;0;0.07;0;3.6;0;0.193;0;9.918;0;;80
UPL5;C;29.09.2019;1;3;0;0.07;0;0.05;0;0.193;0;0.138;0;;80
UPL5;A;17.12.2019;1;3;0;0.07;0;0;0;0.193;0;0;0;;77
UPL11;B;29.09.2019;1;4;0;0.07;0;0;0;0.096;0;0;0;;80
UPL8;B;17.12.2019;1;3;0;0.07;0;0;0;0.193;0;0;0;;77
UPL12;A;29.09.2019;1;4;0;0.07;0;0;0;0.096;0;0;0;;80
KBPL10;B;19.12.2019;1;1;0;0.07;0;0.33;0;0.193;0;0.909;0;;90
UPL4;C;29.09.2019;1;4;0;0.07;0;0;0;0.096;0;0;0;;80
KBPL13;C;19.12.2019;1;4;0;0.07;0;0.414;0;0.096;0;0.57;0;;90
UPL10;B;29.09.2019;1;3;0;0.07;0;0.57;0;0.193;0;1.57;0;;80
UPL2;C;07.10.2018;1;3;0;0.07;0.032;0.618;0;0.193;0.088;1.703;0;;0
UPL10;D;29.09.2019;1;4;0;0.07;0;3.2;0;0.096;0;4.408;0;;80
KBPL15;A;19.12.2019;1;2;0;0.07;0;0.09;0.086;0.193;0;0.248;0.237;;90
KBPL4;B;03.12.2018;1;2;0;0.071;0;0;0;0.196;0;0;0;;86
NPL5;A;16.03.2019;1;1;0;0.071;0;1.102;0;0.196;0;3.036;0;;95
NPL12;B;10.09.2018;1;3;0;0.071;0.285;0.208;0;0.196;0.785;0.573;0;;0
NPL6;B;16.03.2019;1;4;0;0.071;0;3.9;0;0.098;0;5.372;0;;95
NPL1;C;11.12.2018;1;3;0;0.071;0.026;0;0;0.196;0.072;0;0;;90
NPL11;A;11.12.2018;1;O;5;0.071;0.016;0.372;0;0.391;0.088;2.05;0;;90
NPL7;D;11.12.2018;1;1;0;0.071;0;0;0;0.196;0;0;0;;90
NPL4;C;24.06.2019;1;1;0;0.071;0;8.7;0;0.196;0;23.968;0;;98
UPL12;C;22.03.2019;1;4;0;0.071;0;0;0;0.098;0;0;0;;107
UPL7;A;07.10.2018;1;2;0;0.071;0;0;0;0.196;0;0;0;;0
KBPL10;D;13.03.2019;1;2;0;0.071;0.01;0.075;0;0.196;0.028;0.207;0;;100
NPL6;C;16.03.2019;1;3;0;0.072;0;1.895;0;0.198;0;5.221;0;;95
UPL7;A;22.03.2019;1;4;0;0.072;0.054;0;0;0.099;0.074;0;0;;107
UPL12;B;17.12.2019;1;3;0;0.072;0;0;0;0.198;0;0;0;;77
NPL5;B;11.12.2018;1;4;0;0.072;0;0.102;0;0.099;0;0.141;0;;90
UPL3;D;10.07.2019;1;3;0;0.072;0;25.714;0;0.198;0;70.841;0;;108
KBPL4;B;03.12.2018;1;3;0;0.073;0;2.819;0;0.201;0;7.766;0;;86
KBPL6;A;14.06.2019;1;2;0;0.073;0;0;0;0.201;0;0;0;;90
KBPL5;A;03.12.2018;1;2;0;0.073;0;0;0;0.201;0;0;0;;86
NPL1;A;24.06.2019;1;2;0;0.073;0;0.041;0;0.201;0;0.113;0;;98
NPL4;A;20.12.2019;1;4;0;0.073;0;0;0;0.101;0;0;0;;85
NPL10;A;11.12.2018;1;3;0;0.073;0.009;0;0;0.201;0.025;0;0;;90
UPL4;D;05.12.2018;1;3;0;0.073;0;0;0;0.201;0;0;0;;60
KBPL14;D;19.12.2019;1;4;0;0.073;0;0;0;0.101;0;0;0;;90
UPL3;D;10.07.2019;1;2;0;0.073;0;2.798;0;0.201;0;7.708;0;;108
UPL11;D;10.07.2019;1;2;0;0.073;0;0;0;0.201;0;0;0;;108
UPL6;A;05.12.2018;1;4;0;0.073;0;0.456;0;0.101;0;0.628;0;;60
UPL12;A;10.07.2019;1;4;0;0.074;0;0;0;0.102;0;0;0;;108
NPL9;A;16.03.2019;1;3;0;0.074;0.015;2.622;0;0.204;0.041;7.223;0;;95
