plotID;subplotID;treeID;genus;species;family;DBH18;stemH;totalH;DBH20;meanWD;predH18;predH20;agb18;agb20;agc18;agc20;forest;f_date;s_date;tree_status;comments
KBPL1;-9999;4364;Xymalos;Monospora;Monimiaceae;-9999;-9999;-9999;9.8700;0.4731;-9999;7.1971;-9999;0.0194;-9999;0.0097;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4359;Dombeya;Goetzenii;Malvaceae;-9999;-9999;-9999;9.8700;0.5000;-9999;7.1971;-9999;0.0205;-9999;0.0102;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4358;Albizia;Adianthifolia;Fabaceae;-9999;-9999;-9999;11.9400;0.5075;-9999;8.3804;-9999;0.0350;-9999;0.0175;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4362;Albizia;Adianthifolia;Fabaceae;-9999;-9999;-9999;12.1700;0.5075;-9999;8.5049;-9999;0.0368;-9999;0.0184;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4360;Dombeya;Goetzenii;Malvaceae;-9999;-9999;-9999;12.4200;0.5000;-9999;8.6387;-9999;0.0384;-9999;0.0192;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4363;Maesa;Lanceolata;Primulaceae;-9999;-9999;-9999;12.4200;0.6760;-9999;8.6387;-9999;0.0515;-9999;0.0257;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;-9999;4361;Polyscias;Fulva;Araliaceae;-9999;-9999;-9999;12.4500;0.2370;-9999;8.6546;-9999;0.0186;-9999;0.0093;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL1;1;1001;Neoboutonia;Macrocalyx;Euphorbiaceae;11.2000;2.8000;5.4000;12.7700;0.3300;8.5798;8.8234;0.0208;0.0276;0.0104;0.0138;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1007;Galiniera;Coffeoides;Rubiaceae;10.3000;-9999;-9999;10.8000;0.4731;8.0564;7.7433;0.0236;0.0249;0.0118;0.0124;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1003;Macaranga;Kilimandsharica;Euphorbiaceae;11.1000;-9999;-9999;11.1500;0.4000;8.5229;7.9426;0.0245;0.0230;0.0122;0.0115;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1002;Strombosia;Scheffleri;Olacaceae;10.2000;-9999;-9999;11.7200;0.5840;7.9967;8.2601;0.0282;0.0382;0.0141;0.0191;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1021;Dombeya;Goetzenii;Malvaceae;11.3000;-9999;-9999;12.3000;0.5000;8.6365;8.5746;0.0319;0.0374;0.0159;0.0187;Kahuzi;15.04.2018;15.05.2020;1;Onedeadbranchandanotheroneliving
KBPL1;1;1009;Xymalos;Monospora;Monimiaceae;13.4000;-9999;-9999;14.7100;0.4731;9.7619;9.7963;0.0475;0.0572;0.0237;0.0286;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1020;Alangium;Chinense;Alangiaceae;14.9000;5.4000;8.2000;17.2000;0.4017;10.4982;10.9319;0.0535;0.0736;0.0267;0.0368;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1018;Strombosia;Scheffleri;Olacaceae;13.4000;5.6000;11.6000;15.2500;0.5840;9.7619;10.0528;0.0583;0.0773;0.0292;0.0386;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1014;Strombosia;Scheffleri;Olacaceae;14.8000;-9999;-9999;16.4300;0.5840;10.4507;10.5932;0.0757;0.0941;0.0378;0.0470;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1005;Polyscias;Fulva;Araliaceae;22.5000;7.6000;12.0000;27.6100;0.2370;13.5704;14.6625;0.0918;0.1476;0.0459;0.0738;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1015;Neoboutonia;Macrocalyx;Euphorbiaceae;21.4000;-9999;-9999;21.5900;0.3300;13.1821;12.6783;0.1117;0.1094;0.0559;0.0547;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1011;Alangium;Chinense;Alangiaceae;21.4000;-9999;-9999;22.4800;0.4017;13.1821;12.9986;0.1354;0.1470;0.0677;0.0735;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1013;Millettia;Dura;Fabaceae;19.5000;-9999;-9999;19.9700;0.6967;12.4710;12.0678;0.1831;0.1857;0.0915;0.0929;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1008;Neoboutonia;Macrocalyx;Euphorbiaceae;27.6000;6.2000;11.6000;31.4600;0.3300;15.1795;15.7390;0.2107;0.2818;0.1053;0.1409;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1017;Neoboutonia;Macrocalyx;Euphorbiaceae;27.7000;-9999;-9999;29.2700;0.3300;15.2083;15.1427;0.2126;0.2357;0.1063;0.1179;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1023;Allophylus;Kivuensis;Sapindaceae;28.3000;-9999;-9999;29.4900;0.5178;15.3788;15.2045;0.3478;0.3728;0.1739;0.1864;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1006;Taberemonta;Johnstonii;Apocyceae;31.0000;5.8000;10.6000;34.0000;0.5261;16.1058;16.3824;0.4415;0.5376;0.2207;0.2688;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1022;Dombeya;Goetzenii;Malvaceae;31.9000;-9999;-9999;33.1000;0.5000;16.3343;16.1600;0.4504;0.4790;0.2252;0.2395;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1019;Maesa;Lanceolata;Maesaceae;30.2000;-9999;-9999;31.8800;0.6760;15.8970;15.8488;0.5291;0.5863;0.2645;0.2931;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1004;Dombeya;Goetzenii;Malvaceae;47.5000;11.8000;15.8000;48.7300;0.5000;19.4689;19.3306;1.1628;1.2138;0.5814;0.6069;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1012;Dombeya;Goetzenii;Malvaceae;57.0000;10.0000;15.8000;58.4400;0.5000;20.8312;20.7507;1.7731;1.8546;0.8866;0.9273;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;1;1010;Dombeya;Goetzenii;Malvaceae;70.6000;8.8000;13.2000;71.8200;0.5000;22.3227;22.2586;2.8804;2.9700;1.4402;1.4850;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1026;Alangium;Chinense;Alangiaceae;10.1000;-9999;-9999;11.8500;0.4017;7.9366;8.3314;0.0191;0.0273;0.0095;0.0136;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1028;Macaranga;Spinosa;Euphorbiaceae;10.5000;-9999;-9999;11.7200;0.3818;8.1749;8.2601;0.0201;0.0252;0.0101;0.0126;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1025;Albizia;Adianthifolia;Fabaceae;11.0000;-9999;-9999;11.4600;0.5075;8.4656;8.1164;0.0301;0.0313;0.0151;0.0157;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1037;Millettia;Dura;Fabaceae;10.2000;3.5000;4.4000;10.8300;0.6967;7.9967;7.7605;0.0335;0.0366;0.0167;0.0183;Kahuzi;15.04.2018;15.05.2020;1;Hostoflias
KBPL1;2;1038;Dombeya;Goetzenii;Malvaceae;12.4000;3.9000;5.8000;13.0900;0.5000;9.2407;8.9897;0.0408;0.0442;0.0204;0.0221;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1024;Allophylus;Kivuensis;Sapindaceae;12.6000;-9999;-9999;12.7100;0.5178;9.3470;8.7919;0.0441;0.0422;0.0220;0.0211;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1016;Neoboutonia;Macrocalyx;Euphorbiaceae;25.4000;-9999;-9999;26.6600;0.3300;14.5211;14.3757;0.1716;0.1867;0.0858;0.0934;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1036;Millettia;Dura;Fabaceae;19.2000;3.8000;4.8000;20.3200;0.6967;12.3538;12.2028;0.1760;0.1942;0.0880;0.0971;Kahuzi;15.04.2018;15.05.2020;1;Hostoflias
KBPL1;2;1027;Macaranga;Spinosa;Euphorbiaceae;24.8000;-9999;-9999;26.9100;0.3818;14.3325;14.4521;0.1864;0.2204;0.0932;0.1102;Kahuzi;15.04.2018;15.05.2020;1;Onedeadbranchandoneliving
KBPL1;2;1031;Neoboutonia;Macrocalyx;Euphorbiaceae;28.4000;-9999;-9999;29.0800;0.3300;15.4069;15.0891;0.2260;0.2320;0.1130;0.1160;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1035;Dombeya;Goetzenii;Malvaceae;27.4000;-9999;-9999;30.0000;0.5000;15.1217;15.3460;0.3104;0.3759;0.1552;0.1880;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1029;Dombeya;Goetzenii;Malvaceae;27.5000;7.2000;12.6000;28.8900;0.5000;15.1507;15.0350;0.3132;0.3423;0.1566;0.1712;Kahuzi;15.04.2018;15.05.2020;1;Hostoflias
KBPL1;2;1032;Dombeya;Goetzenii;Malvaceae;35.1000;-9999;-9999;37.5200;0.5000;17.0971;17.1983;0.5675;0.6501;0.2838;0.3251;Kahuzi;15.04.2018;15.05.2020;1;Hostoflias
KBPL1;2;1039;Dombeya;Goetzenii;Malvaceae;42.3000;-9999;-9999;43.0000;0.5000;18.5717;18.3193;0.8856;0.9023;0.4428;0.4511;Kahuzi;15.04.2018;15.05.2020;1;Hostoflias
KBPL1;2;1030;Dombeya;Goetzenii;Malvaceae;44.5000;10.4000;15.0000;45.1700;0.5000;18.9664;18.7198;0.9980;1.0145;0.4990;0.5072;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;2;1033;Dombeya;Goetzenii;Malvaceae;49.2000;-9999;-9999;52.8700;0.5000;19.7368;19.9764;1.2622;1.4697;0.6311;0.7348;Kahuzi;15.04.2018;15.05.2020;1;Hostofliasrotteninthemiddle
KBPL1;2;1034;Dombeya;Goetzenii;Malvaceae;55.7000;-9999;-9999;59.2000;0.5000;20.6628;20.8488;1.6817;1.9108;0.8408;0.9554;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1049;Macaranga;Spinosa;Euphorbiaceae;10.8000;-9999;-9999;10.8600;0.3818;8.3503;7.7777;0.0217;0.0205;0.0109;0.0102;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1052;Dombeya;Goetzenii;Malvaceae;10.0000;-9999;-9999;10.5700;0.5000;7.8762;7.6105;0.0230;0.0247;0.0115;0.0124;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1061;Xymalos;Monospora;Monimiaceae;10.6000;-9999;-9999;10.9900;0.4731;8.2337;7.8519;0.0255;0.0261;0.0127;0.0130;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1054;Dombeya;Goetzenii;Malvaceae;10.5000;-9999;-9999;10.8000;0.5000;8.1749;7.7433;0.0262;0.0262;0.0131;0.0131;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1078;Alangium;Chinense;Alangiaceae;11.5000;-9999;-9999;13.5000;0.4017;8.7489;9.1994;0.0270;0.0388;0.0135;0.0194;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1048;Macaranga;Spinosa;Euphorbiaceae;12.0000;-9999;-9999;14.1700;0.3818;9.0249;9.5338;0.0288;0.0420;0.0144;0.0210;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1043;Albizia;Adianthifolia;Fabaceae;11.7000;-9999;-9999;13.3800;0.5075;8.8601;9.1384;0.0355;0.0476;0.0178;0.0238;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1047;Lindackeria;Kivuensis;Flacourtiaceae;11.5000;-9999;-9999;11.7800;0.5600;8.7489;8.2931;0.0373;0.0371;0.0187;0.0186;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1046;Allophylus;Kivuensis;Sapindaceae;12.1000;-9999;-9999;12.6400;0.5178;9.0792;8.7551;0.0396;0.0416;0.0198;0.0208;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1053;Dombeya;Goetzenii;Malvaceae;12.5000;-9999;-9999;12.7400;0.5000;9.2940;8.8077;0.0417;0.0411;0.0209;0.0205;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1051;Macaranga;Spinosa;Euphorbiaceae;14.0000;-9999;-9999;14.7100;0.3818;10.0627;9.7963;0.0432;0.0464;0.0216;0.0232;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1044;Allophylus;Kivuensis;Sapindaceae;13.5000;-9999;-9999;14.1100;0.5178;9.8126;9.5043;0.0529;0.0559;0.0264;0.0279;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1059;Allophylus;Kivuensis;Sapindaceae;14.6000;-9999;-9999;16.5600;0.5178;10.3550;10.6511;0.0650;0.0854;0.0325;0.0427;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1042;Allophylus;Kivuensis;Sapindaceae;15.0000;-9999;-9999;15.1300;0.5178;10.5454;9.9963;0.0697;0.0673;0.0349;0.0336;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1045;Allophylus;Kivuensis;Sapindaceae;15.3000;-9999;-9999;16.3000;0.5178;10.6860;10.5350;0.0734;0.0819;0.0367;0.0410;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1050;Neoboutonia;Macrocalyx;Euphorbiaceae;18.2000;-9999;-9999;20.0000;0.3300;11.9522;12.0794;0.0740;0.0899;0.0370;0.0450;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1058;Allophylus;Kivuensis;Sapindaceae;15.6000;-9999;-9999;16.8200;0.5178;10.8246;10.7661;0.0772;0.0889;0.0386;0.0445;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1057;Taberemonta;Johnstonii;Apocyceae;17.6000;-9999;-9999;18.7900;0.5261;11.7031;11.5989;0.1071;0.1206;0.0535;0.0603;Kahuzi;15.04.2018;15.05.2020;1;HostofSericostachysscandens
KBPL1;3;1056;Taberemonta;Johnstonii;Apocyceae;21.0000;-9999;-9999;25.6400;0.5261;13.0368;14.0576;0.1679;0.2669;0.0840;0.1334;Kahuzi;15.04.2018;15.05.2020;1;rotteninthemiddlehostofSericostachysscandens
KBPL1;3;1060;Neoboutonia;Macrocalyx;Euphorbiaceae;25.8000;-9999;-9999;27.5500;0.3300;14.6446;14.6446;0.1783;0.2027;0.0892;0.1014;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1040;Dombeya;Goetzenii;Malvaceae;22.4000;7.0000;8.0000;22.8700;0.5000;13.5358;13.1358;0.1880;0.1902;0.0940;0.0951;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;3;1055;Bridelia;Brideliifolia;Phyllanthaceae;26.9000;8.8000;9.8000;28.7300;0.5550;14.9754;14.9893;0.3285;0.3738;0.1642;0.1869;Kahuzi;15.04.2018;15.05.2020;1;HostofSericostachysscandens
KBPL1;3;1041;Agauria;Salicifolia;Ericaceae;108.0000;14.4000;19.2000;108.9000;0.4731;24.7849;24.8055;6.9301;7.0490;3.4650;3.5245;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1070;Macaranga;Spinosa;Euphorbiaceae;10.6000;-9999;-9999;11.1100;0.3818;8.2337;7.9200;0.0206;0.0218;0.0103;0.0109;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1069;Allophylus;Kivuensis;Sapindaceae;10.3000;5.0000;9.0000;10.5700;0.5178;8.0564;7.6105;0.0257;0.0256;0.0129;0.0128;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1066;Macaranga;Spinosa;Euphorbiaceae;12.5000;-9999;-9999;12.7100;0.3818;9.2940;8.7919;0.0321;0.0314;0.0160;0.0157;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1074;Macaranga;Spinosa;Euphorbiaceae;12.6000;-9999;-9999;13.6900;0.3818;9.3470;9.2952;0.0327;0.0383;0.0164;0.0191;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1065;Taberemonta;Johnstonii;Apocyceae;12.1000;-9999;-9999;13.3100;0.5261;9.0792;9.1027;0.0402;0.0486;0.0201;0.0243;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1073;Alangium;Chinense;Alangiaceae;15.0000;-9999;-9999;17.6800;0.4017;10.5454;11.1377;0.0544;0.0791;0.0272;0.0396;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1260;Allophylus;Kivuensis;Sapindaceae;15.2000;-9999;-9999;16.3100;0.5178;10.6393;10.5395;0.0722;0.0820;0.0361;0.0410;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1075;Allophylus;Kivuensis;Sapindaceae;18.6000;7.0000;9.4000;19.9000;0.5178;12.1148;12.0405;0.1215;0.1378;0.0607;0.0689;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1064;Taberemonta;Johnstonii;Apocyceae;18.6000;-9999;-9999;19.4300;0.5261;12.1148;11.8558;0.1234;0.1315;0.0617;0.0658;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1067;Allophylus;Kivuensis;Sapindaceae;20.9000;-9999;-9999;21.2100;0.5178;13.0001;12.5384;0.1634;0.1623;0.0817;0.0812;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1261;Neoboutonia;Macrocalyx;Euphorbiaceae;25.9000;-9999;-9999;26.7200;0.3300;14.6752;14.3941;0.1801;0.1878;0.0900;0.0939;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1068;Allophylus;Kivuensis;Sapindaceae;23.0000;-9999;-9999;23.9200;0.5178;13.7416;13.4957;0.2079;0.2205;0.1040;0.1103;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1699;Neoboutonia;Macrocalyx;Euphorbiaceae;28.4000;-9999;-9999;29.0800;0.3300;15.4069;15.0891;0.2260;0.2320;0.1130;0.1160;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1071;Dombeya;Goetzenii;Malvaceae;28.4000;12.0000;14.4000;31.0000;0.5000;15.4069;15.6171;0.3391;0.4077;0.1695;0.2038;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1062;Dombeya;Goetzenii;Malvaceae;30.6000;-9999;-9999;31.3400;0.5000;16.0021;15.7074;0.4070;0.4188;0.2035;0.2094;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1063;Dombeya;Goetzenii;Malvaceae;32.4000;-9999;-9999;36.4000;0.5000;16.4585;16.9476;0.4677;0.6041;0.2339;0.3020;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1077;Neoboutonia;Macrocalyx;Euphorbiaceae;39.5000;12.2000;15.8000;40.0600;0.3300;18.0338;17.7387;0.5019;0.5076;0.2509;0.2538;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1076;Dombeya;Goetzenii;Malvaceae;39.5000;-9999;-9999;40.1600;0.5000;18.0338;17.7592;0.7528;0.7660;0.3764;0.3830;Kahuzi;15.04.2018;15.05.2020;1;
KBPL1;4;1072;Dombeya;Goetzenii;Malvaceae;73.0000;-9999;-9999;74.5900;0.5000;22.5427;22.5204;3.1042;3.2344;1.5521;1.6172;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;-9999;4390;Xymalos;Monospora;Monimiaceae;-9999;-9999;-9999;11.4300;0.4292;-9999;8.0997;-9999;0.0264;-9999;0.0132;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL10;-9999;4392;Alangium;Chinense;Corceae;-9999;-9999;-9999;12.0700;0.4017;-9999;8.4509;-9999;0.0287;-9999;0.0143;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL10;-9999;4391;Maesa;Lanseolata;Primulaceae;-9999;-9999;-9999;13.5700;0.6760;-9999;9.2348;-9999;0.0653;-9999;0.0327;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL10;-9999;4393;Neoboutonia;Macrocalyx;Euphorbiaceae;-9999;-9999;-9999;18.5400;0.3300;-9999;11.4968;-9999;0.0739;-9999;0.0369;Kahuzi;-9999;15.05.2020;1;Newtree
KBPL10;1;1958;Neoboutonia;Macrocalyx;Euphorbiaceae;11.8000;-9999;-9999;14.0000;0.3300;8.9153;9.4499;0.0239;0.0353;0.0119;0.0176;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1962;Maesa;Lanceolata;Maesaceae;10.6000;-9999;-9999;13.7600;0.6760;8.2337;9.3303;0.0361;0.0678;0.0180;0.0339;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1959;Neoboutonia;Macrocalyx;Euphorbiaceae;16.1000;-9999;-9999;19.5000;0.3300;11.0515;11.8835;0.0540;0.0842;0.0270;0.0421;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1967;Dombeya;Goetzenii;Malvaceae;16.0000;-9999;-9999;18.5000;0.5000;11.0065;11.4803;0.0797;0.1102;0.0398;0.0551;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1957;Neoboutonia;Macrocalyx;Euphorbiaceae;27.1000;-9999;-9999;28.7300;0.3300;15.0342;14.9893;0.2014;0.2251;0.1007;0.1125;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1961;Alangium;Chinense;Alangiaceae;26.9000;-9999;-9999;32.4200;0.4017;14.9754;15.9880;0.2396;0.3676;0.1198;0.1838;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1965;Alangium;Chinense;Alangiaceae;31.2000;-9999;-9999;36.0000;0.4017;16.1571;16.8561;0.3446;0.4749;0.1723;0.2375;Kahuzi;15.04.2018;15.05.2020;0;
KBPL10;1;1966;Dombeya;Goetzenii;Malvaceae;28.8000;-9999;-9999;29.6800;0.5000;15.5184;15.2575;0.3509;0.3660;0.1755;0.1830;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1963;Alangium;Chinense;Alangiaceae;36.9000;-9999;-9999;40.2000;0.4017;17.4948;17.7674;0.5168;0.6202;0.2584;0.3101;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1968;Dombeya;Goetzenii;Malvaceae;39.1000;-9999;-9999;41.3400;0.5000;17.9534;17.9971;0.7348;0.8212;0.3674;0.4106;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1960;Alangium;Chinense;Alangiaceae;76.0000;17.4000;23.4000;80.2500;0.4017;22.8025;23.0109;2.7426;3.0771;1.3713;1.5386;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;1;1964;Dalbergia;Lactea;Fabaceae;82.3000;16.0000;20.6000;87.1000;0.7868;23.2981;23.5346;6.3059;7.1134;3.1529;3.5567;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1970;Polyscias;Fulva;Araliaceae;10.0000;-9999;-9999;14.3000;0.2370;7.8762;9.5976;0.0111;0.0270;0.0055;0.0135;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1971;Dombeya;Goetzenii;Malvaceae;20.6000;-9999;-9999;22.7700;0.5000;12.8892;13.1008;0.1522;0.1880;0.0761;0.0940;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1969;Neoboutonia;Macrocalyx;Euphorbiaceae;25.6000;8.8000;9.8000;27.1300;0.3300;14.5830;14.5187;0.1749;0.1951;0.0875;0.0975;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1976;Neoboutonia;Macrocalyx;Euphorbiaceae;30.4000;-9999;-9999;33.8200;0.3300;15.9497;16.3384;0.2670;0.3366;0.1335;0.1683;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1972;Alangium;Chinense;Alangiaceae;42.3000;-9999;-9999;45.6000;0.4017;18.5717;18.7965;0.7152;0.8380;0.3576;0.4190;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1974;Alangium;Chinense;Alangiaceae;54.1000;-9999;-9999;58.6000;0.4017;20.4483;20.7715;1.2701;1.5073;0.6350;0.7537;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1973;Dombeya;Goetzenii;Malvaceae;55.7000;-9999;-9999;61.0000;0.5000;20.6628;21.0746;1.6817;2.0472;0.8408;1.0236;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;2;1975;Alangium;Chinense;Alangiaceae;75.0000;-9999;-9999;77.7700;0.4017;22.7177;22.8029;2.6629;2.8687;1.3314;1.4344;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1982;Neoboutonia;Macrocalyx;Euphorbiaceae;12.4000;-9999;-9999;14.4900;0.3300;9.2407;9.6901;0.0272;0.0386;0.0136;0.0193;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1977;Neoboutonia;Macrocalyx;Euphorbiaceae;15.5000;-9999;-9999;15.7000;0.3300;10.7786;10.2620;0.0489;0.0478;0.0245;0.0239;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1985;Neoboutonia;Macrocalyx;Euphorbiaceae;22.4000;-9999;-9999;23.7600;0.3300;13.5358;13.4417;0.1253;0.1397;0.0627;0.0698;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1980;Neoboutonia;Macrocalyx;Euphorbiaceae;28.1000;10.2000;16.0000;30.6100;0.3300;15.3224;15.5124;0.2202;0.2634;0.1101;0.1317;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1978;Neoboutonia;Macrocalyx;Euphorbiaceae;28.1000;-9999;-9999;30.9600;0.3300;15.3224;15.6064;0.2202;0.2709;0.1101;0.1354;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1983;Alangium;Chinense;Alangiaceae;26.7000;10.4000;17.2000;32.6400;0.4017;14.9162;16.0440;0.2352;0.3738;0.1176;0.1869;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1979;Dombeya;Goetzenii;Malvaceae;24.9000;-9999;-9999;29.3000;0.5000;14.3642;15.1512;0.2450;0.3545;0.1225;0.1773;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1986;Neoboutonia;Macrocalyx;Euphorbiaceae;30.2000;6.0000;-9999;34.8000;0.3300;15.8970;16.5752;0.2627;0.3609;0.1314;0.1805;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1981;Neoboutonia;Macrocalyx;Euphorbiaceae;34.1000;11.0000;17.6000;35.7300;0.3300;16.8667;16.7937;0.3529;0.3849;0.1764;0.1925;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;3;1984;Alangium;Chinense;Alangiaceae;32.6000;11.4000;20.8000;34.5200;0.4017;16.5077;16.5082;0.3834;0.4288;0.1917;0.2144;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;4;1993;Alangium;Chinense;Alangiaceae;10.0000;-9999;-9999;12.5000;0.4017;7.8762;8.6812;0.0185;0.0315;0.0093;0.0158;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;4;1989;Trichilia;Volkensii;Meliaceae;10.9000;3.8000;4.2000;15.6000;0.6441;8.4081;10.2159;0.0371;0.0903;0.0185;0.0451;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;4;1994;Alangium;Chinense;Alangiaceae;13.1000;-9999;-9999;16.6600;0.4017;9.6082;10.6955;0.0381;0.0677;0.0191;0.0339;Kahuzi;15.04.2018;15.05.2020;1;
KBPL10;4;1991;Albizia;Adianthifolia;Fabaceae;13.2000;4.0000;7.0000;15.3500;0.5075;9.6597;10.0996;0.0489;0.0685;0.0244;0.0343;Kahuzi;15.04.2018;15.05.2020;1;
